timestamp,uav_id,d_to_sink,link_up
2.1,30,185.0493,1
2.1,31,129.0227,1
2.1,32,92.8155,1
2.1,33,217.6875,0
2.1,34,204.7356,0
2.1,35,267.4343,0
2.1,36,55.1289,1
2.1,37,153.8015,1
2.1,38,175.0643,1
2.1,39,216.7183,0
2.1,40,189.0895,1
2.1,41,116.8077,1
2.1,42,116.8097,1
2.1,43,144.2104,1
2.1,44,166.8813,1
2.1,45,170.9493,1
2.1,46,182.2201,1
2.1,47,211.6236,0
2.1,48,215.0476,0
2.1,49,193.42,1
2.2,0,164.0315,1
2.2,1,202.4157,0
2.2,2,163.0681,1
2.2,3,73.5646,1
2.2,4,75.6453,1
2.2,5,74.5732,1
2.2,6,164.8484,1
2.2,7,164.0208,1
2.2,8,247.8722,0
2.2,9,170.7555,1
2.2,10,129.3159,1
2.2,11,193.5726,1
2.2,12,164.7829,1
2.2,13,99.8211,1
2.2,14,169.9165,1
2.2,15,91.2276,1
2.2,16,103.1416,1
2.2,17,152.2582,1
2.2,18,223.3747,0
2.2,19,124.8796,1
2.2,20,171.3738,1
2.2,21,138.9732,1
2.2,22,185.8378,1
2.2,23,196.6935,1
2.2,24,269.0918,0
2.2,25,175.2311,1
2.2,26,192.4076,1
2.2,27,184.6884,1
2.2,28,204.2809,0
2.2,29,94.0482,1
2.2,30,186.8082,1
2.2,31,129.7603,1
2.2,32,93.187,1
2.2,33,217.4228,0
2.2,34,205.5365,0
2.2,35,266.9614,0
2.2,36,55.5959,1
2.2,37,154.6424,1
2.2,38,175.2954,1
2.2,39,218.7066,0
2.2,40,189.0741,1
2.2,41,113.8965,1
2.2,42,117.1366,1
2.2,43,144.592,1
2.2,44,167.6473,1
2.2,45,173.2964,1
2.2,46,180.7719,1
2.2,47,211.9415,0
2.2,48,216.2911,0
2.2,49,193.9042,1
2.3,0,161.271,1
2.3,1,203.6084,0
2.3,2,163.2802,1
2.3,3,73.8193,1
2.3,4,75.496,1
2.3,5,72.5616,1
2.3,6,164.8303,1
2.3,7,163.6143,1
2.3,8,248.5966,0
2.3,9,170.7638,1
2.3,10,129.6871,1
2.3,11,193.8264,1
2.3,12,162.9665,1
2.3,13,97.1956,1
2.3,14,168.3016,1
2.3,15,90.9571,1
2.3,16,102.4071,1
2.3,17,152.0862,1
2.3,18,225.8079,0
2.3,19,125.3065,1
2.3,20,171.4946,1
2.3,21,140.5122,1
2.3,22,184.1287,1
2.3,23,198.6246,1
2.3,24,268.3765,0
2.3,25,174.2415,1
2.3,26,191.9465,1
2.3,27,184.8263,1
2.3,28,204.3966,0
2.3,29,95.0366,1
2.3,30,186.7105,1
2.3,31,131.2992,1
2.3,32,93.5301,1
2.3,33,216.7636,0
2.3,34,205.4003,0
2.3,35,267.9652,0
2.3,36,55.5888,1
2.3,37,154.9353,1
2.3,38,174.1374,1
2.3,39,219.9824,0
2.3,40,190.2722,1
2.3,41,114.2487,1
2.3,42,117.8215,1
2.3,43,144.2286,1
2.3,44,169.8564,1
2.3,45,172.7696,1
2.3,46,180.5471,1
2.3,47,210.8369,0
2.3,48,216.1154,0
2.3,49,193.7235,1
2.4,0,161.5318,1
2.4,1,204.8644,0
2.4,2,162.8407,1
2.4,3,74.4333,1
2.4,4,74.851,1
2.4,5,72.5372,1
2.4,6,167.4868,1
2.4,7,161.1041,1
2.4,8,248.837,0
2.4,9,171.3142,1
2.4,10,129.7134,1
2.4,11,195.4636,1
2.4,12,164.1087,1
2.4,13,99.2891,1
2.4,14,166.7494,1
2.4,15,91.5913,1
2.4,16,102.4052,1
2.4,17,151.9826,1
2.4,18,225.9301,0
2.4,19,124.5918,1
2.4,20,170.636,1
2.4,21,139.3637,1
2.4,22,180.9401,1
2.4,23,197.0375,1
2.4,24,270.9208,0
2.4,25,174.753,1
2.4,26,193.7337,1
2.4,27,184.687,1
2.4,28,203.9379,0
2.4,29,92.9867,1
2.4,30,185.7148,1
2.4,31,133.0384,1
2.4,32,93.7202,1
2.4,33,218.2673,0
2.4,34,206.7683,0
2.4,35,268.2221,0
2.4,36,56.2176,1
2.4,37,153.4269,1
2.4,38,173.9129,1
2.4,39,217.5056,0
2.4,40,190.6778,1
2.4,41,116.4687,1
2.4,42,118.2943,1
2.4,43,144.2838,1
2.4,44,169.4594,1
2.4,45,173.3793,1
2.4,46,181.2427,1
2.4,47,210.7906,0
2.4,48,218.3049,0
2.4,49,193.979,1
2.5,0,162.3172,1
2.5,1,206.3217,0
2.5,2,161.8503,1
2.5,3,73.8737,1
2.5,4,74.8824,1
2.5,5,74.1824,1
2.5,6,167.2899,1
2.5,7,159.0756,1
2.5,8,248.1328,0
2.5,9,172.5964,1
2.5,10,129.1811,1
2.5,11,195.0238,1
2.5,12,163.6977,1
2.5,13,97.3105,1
2.5,14,166.8362,1
2.5,15,91.5113,1
2.5,16,104.2175,1
2.5,17,151.4886,1
2.5,18,224.4356,0
2.5,19,124.3624,1
2.5,20,172.0909,1
2.5,21,139.5144,1
2.5,22,179.9686,1
2.5,23,196.8499,1
2.5,24,268.9035,0
2.5,25,175.397,1
2.5,26,194.5589,1
2.5,27,184.1008,1
2.5,28,203.7152,0
2.5,29,92.6526,1
2.5,30,185.0762,1
2.5,31,132.8355,1
2.5,32,94.6638,1
2.5,33,218.1036,0
2.5,34,206.3838,0
2.5,35,268.6678,0
2.5,36,55.7737,1
2.5,37,155.0188,1
2.5,38,174.1204,1
2.5,39,219.4921,0
2.5,40,189.9888,1
2.5,41,116.5846,1
2.5,42,116.9399,1
2.5,43,144.3851,1
2.5,44,169.6356,1
2.5,45,175.4044,1
2.5,46,179.8839,1
2.5,47,209.8134,0
2.5,48,220.0342,0
2.5,49,193.8142,1
2.6,0,159.6704,1
2.6,1,207.9551,0
2.6,2,160.7545,1
2.6,3,75.6735,1
2.6,4,74.2232,1
2.6,5,74.6989,1
2.6,6,166.5698,1
2.6,7,161.5762,1
2.6,8,247.575,0
2.6,9,171.5206,1
2.6,10,128.1119,1
2.6,11,195.8932,1
2.6,12,165.8421,1
2.6,13,96.6022,1
2.6,14,165.8197,1
2.6,15,91.9503,1
2.6,16,103.6545,1
2.6,17,152.1633,1
2.6,18,224.6085,0
2.6,19,123.8362,1
2.6,20,171.334,1
2.6,21,140.76,1
2.6,22,180.0092,1
2.6,23,195.252,1
2.6,24,268.4191,0
2.6,25,175.9283,1
2.6,26,195.386,1
2.6,27,183.4893,1
2.6,28,204.3598,0
2.6,29,92.3226,1
2.6,30,183.5466,1
2.6,31,133.4703,1
2.6,32,94.9823,1
2.6,33,218.4594,0
2.6,34,207.7739,0
2.6,35,269.321,0
2.6,36,55.913,1
2.6,37,154.5738,1
2.6,38,174.2266,1
2.6,39,219.0292,0
2.6,40,190.0352,1
2.6,41,116.8021,1
2.6,42,118.8901,1
2.6,43,143.6323,1
2.6,44,169.6148,1
2.6,45,176.4454,1
2.6,46,179.7717,1
2.6,47,208.9524,0
2.6,48,221.0625,0
2.6,49,193.2129,1
2.7,0,160.3413,1
2.7,1,207.1922,0
2.7,2,159.73,1
2.7,3,75.3845,1
2.7,4,74.3381,1
2.7,5,77.0259,1
2.7,6,165.8931,1
2.7,7,161.3742,1
2.7,8,247.3648,0
2.7,9,172.0818,1
2.7,10,128.9546,1
2.7,11,195.9223,1
2.7,12,166.6353,1
2.7,13,99.1682,1
2.7,14,165.9619,1
2.7,15,91.039,1
2.7,16,102.6457,1
2.7,17,151.9929,1
2.7,18,221.811,0
2.7,19,124.558,1
2.7,20,168.9438,1
2.7,21,139.5329,1
2.7,22,178.9892,1
2.7,23,196.1934,1
2.7,24,265.8091,0
2.7,25,176.3774,1
2.7,26,196.9278,1
2.7,27,183.8934,1
2.7,28,204.1351,0
2.7,29,93.5522,1
2.7,30,185.723,1
2.7,31,132.1856,1
2.7,32,95.3462,1
2.7,33,218.2067,0
2.7,34,208.0145,0
2.7,35,269.6966,0
2.7,36,56.0712,1
2.7,37,152.6787,1
2.7,38,173.9908,1
2.7,39,217.7231,0
2.7,40,189.3315,1
2.7,41,115.5428,1
2.7,42,118.5191,1
2.7,43,142.3869,1
2.7,44,168.6071,1
2.7,45,176.4888,1
2.7,46,179.2945,1
2.7,47,209.066,0
2.7,48,220.8859,0
2.7,49,193.443,1
2.8,0,160.1766,1
2.8,1,207.59,0
2.8,2,156.9072,1
2.8,3,76.1543,1
2.8,4,73.5652,1
2.8,5,79.1995,1
2.8,6,168.4012,1
2.8,7,160.071,1
2.8,8,246.8034,0
2.8,9,172.1319,1
2.8,10,127.828,1
2.8,11,196.4248,1
2.8,12,168.2371,1
2.8,13,99.6121,1
2.8,14,164.5524,1
2.8,15,91.652,1
2.8,16,100.9926,1
2.8,17,151.5759,1
2.8,18,221.5856,0
2.8,19,122.8673,1
2.8,20,169.298,1
2.8,21,139.6873,1
2.8,22,178.7296,1
2.8,23,198.7986,1
2.8,24,265.2372,0
2.8,25,175.9423,1
2.8,26,195.965,1
2.8,27,184.1937,1
2.8,28,204.9718,0
2.8,29,93.0927,1
2.8,30,186.9647,1
2.8,31,130.9357,1
2.8,32,94.1923,1
2.8,33,217.3543,0
2.8,34,206.9284,0
2.8,35,270.4724,0
2.8,36,56.6003,1
2.8,37,151.2625,1
2.8,38,173.2776,1
2.8,39,218.118,0
2.8,40,189.4621,1
2.8,41,115.8439,1
2.8,42,118.2104,1
2.8,43,142.5829,1
2.8,44,170.2051,1
2.8,45,176.3284,1
2.8,46,179.5125,1
2.8,47,210.2316,0
2.8,48,220.0877,0
2.8,49,193.0133,1
2.9,0,160.0069,1
2.9,1,206.588,0
2.9,2,157.2611,1
2.9,3,75.8952,1
2.9,4,74.1305,1
2.9,5,81.5391,1
2.9,6,168.3263,1
2.9,7,160.5533,1
2.9,8,246.6289,0
2.9,9,170.7247,1
2.9,10,127.6777,1
2.9,11,196.4923,1
2.9,12,169.441,1
2.9,13,101.5231,1
2.9,14,164.7974,1
2.9,15,92.4986,1
2.9,16,100.0454,1
2.9,17,151.8284,1
2.9,18,221.4855,0
2.9,19,121.8732,1
2.9,20,168.8985,1
2.9,21,139.7503,1
2.9,22,176.4672,1
2.9,23,198.7037,1
2.9,24,262.9692,0
2.9,25,175.9763,1
2.9,26,196.7182,1
2.9,27,183.6308,1
2.9,28,204.8821,0
2.9,29,92.3832,1
2.9,30,187.1521,1
2.9,31,129.2485,1
2.9,32,92.8861,1
2.9,33,216.7138,0
2.9,34,207.048,0
2.9,35,270.6255,0
2.9,36,56.2333,1
2.9,37,150.3098,1
2.9,38,173.2556,1
2.9,39,217.6755,0
2.9,40,189.0612,1
2.9,41,115.2499,1
2.9,42,115.6453,1
2.9,43,141.5074,1
2.9,44,170.5221,1
2.9,45,179.1359,1
2.9,46,180.7845,1
2.9,47,210.4581,0
2.9,48,220.0583,0
2.9,49,192.7907,1
3.0,0,160.1943,1
3.0,1,205.352,0
3.0,2,158.2854,1
3.0,3,77.8734,1
3.0,4,74.2855,1
3.0,5,82.5717,1
3.0,6,167.8182,1
3.0,7,158.6675,1
3.0,8,245.7777,0
3.0,9,170.4312,1
3.0,10,127.603,1
3.0,11,198.9898,1
3.0,12,169.5925,1
3.0,13,104.076,1
3.0,14,163.204,1
3.0,15,92.743,1
3.0,16,100.0177,1
3.0,17,151.4283,1
3.0,18,221.1655,0
3.0,19,121.4091,1
3.0,20,168.5292,1
3.0,21,139.9403,1
3.0,22,179.4387,1
3.0,23,201.011,0
3.0,24,260.6299,0
3.0,25,175.9842,1
3.0,26,198.4534,1
3.0,27,183.0177,1
3.0,28,205.6305,0
3.0,29,92.5239,1
3.0,30,187.2713,1
3.0,31,128.9893,1
3.0,32,93.5259,1
3.0,33,216.3908,0
3.0,34,206.1256,0
3.0,35,269.6694,0
3.0,36,55.4524,1
3.0,37,149.4632,1
3.0,38,173.3208,1
3.0,39,216.282,0
3.0,40,188.367,1
3.0,41,117.2779,1
3.0,42,113.5792,1
3.0,43,141.1326,1
3.0,44,167.5512,1
3.0,45,178.9975,1
3.0,46,180.5609,1
3.0,47,210.6941,0
3.0,48,219.5289,0
3.0,49,192.8225,1
3.1,0,159.7819,1
3.1,1,205.3167,0
3.1,2,158.2495,1
3.1,3,75.5568,1
3.1,4,74.8535,1
3.1,5,79.7046,1
3.1,6,165.2705,1
3.1,7,156.8551,1
3.1,8,246.5393,0
3.1,9,168.9646,1
3.1,10,127.5394,1
3.1,11,198.5154,1
3.1,12,171.2139,1
3.1,13,106.5493,1
3.1,14,162.0131,1
3.1,15,91.7319,1
3.1,16,101.0434,1
3.1,17,150.854,1
3.1,18,220.1,0
3.1,19,120.7682,1
3.1,20,167.493,1
3.1,21,139.9723,1
3.1,22,180.8542,1
3.1,23,201.188,0
3.1,24,263.4404,0
3.1,25,176.0058,1
3.1,26,198.4114,1
3.1,27,183.0913,1
3.1,28,206.068,0
3.1,29,92.4865,1
3.1,30,187.0523,1
3.1,31,128.8727,1
3.1,32,93.2893,1
3.1,33,215.301,0
3.1,34,206.4548,0
3.1,35,269.5284,0
3.1,36,56.3081,1
3.1,37,149.2073,1
3.1,38,173.3238,1
3.1,39,217.5364,0
3.1,40,188.1959,1
3.1,41,118.8622,1
3.1,42,113.1022,1
3.1,43,140.8978,1
3.1,44,169.4883,1
3.1,45,179.3356,1
3.1,46,180.7499,1
3.1,47,211.1243,0
3.1,48,220.4086,0
3.1,49,192.3045,1
3.2,0,157.6271,1
3.2,1,204.9469,0
3.2,2,158.6428,1
3.2,3,75.0423,1
3.2,4,74.6546,1
3.2,5,81.4979,1
3.2,6,165.5674,1
3.2,7,156.103,1
3.2,8,246.5374,0
3.2,9,168.0673,1
3.2,10,129.1422,1
3.2,11,196.8779,1
3.2,12,171.5774,1
3.2,13,105.1737,1
3.2,14,161.1158,1
3.2,15,91.4353,1
3.2,16,103.0534,1
3.2,17,150.9203,1
3.2,18,217.7845,0
3.2,19,121.1146,1
3.2,20,167.0097,1
3.2,21,140.0858,1
3.2,22,183.889,1
3.2,23,202.0297,0
3.2,24,260.6829,0
3.2,25,176.9956,1
3.2,26,197.4898,1
3.2,27,183.1751,1
3.2,28,206.1687,0
3.2,29,93.733,1
3.2,30,188.8666,1
3.2,31,131.5602,1
3.2,32,93.0254,1
3.2,33,214.2577,0
3.2,34,204.9394,0
3.2,35,270.2409,0
3.2,36,56.5129,1
3.2,37,148.707,1
3.2,38,172.5739,1
3.2,39,219.77,0
3.2,40,187.4846,1
3.2,41,118.4869,1
3.2,42,111.7228,1
3.2,43,141.137,1
3.2,44,169.0991,1
3.2,45,178.3431,1
3.2,46,181.9693,1
3.2,47,211.5689,0
3.2,48,220.1539,0
3.2,49,192.6284,1
3.3,0,158.6904,1
3.3,1,206.7395,0
3.3,2,158.4713,1
3.3,3,77.1565,1
3.3,4,75.2263,1
3.3,5,82.8141,1
3.3,6,167.5051,1
3.3,7,156.553,1
3.3,8,247.3235,0
3.3,9,168.2385,1
3.3,10,128.7734,1
3.3,11,200.0588,0
3.3,12,170.9393,1
3.3,13,105.2009,1
3.3,14,161.1946,1
3.3,15,91.6228,1
3.3,16,104.3139,1
3.3,17,150.3779,1
3.3,18,219.0213,0
3.3,19,121.9095,1
3.3,20,168.6261,1
3.3,21,139.8711,1
3.3,22,181.876,1
3.3,23,202.5703,0
3.3,24,262.5501,0
3.3,25,177.5731,1
3.3,26,196.5351,1
3.3,27,182.6773,1
3.3,28,206.6083,0
3.3,29,93.7278,1
3.3,30,187.9087,1
3.3,31,129.5574,1
3.3,32,93.4473,1
3.3,33,213.0075,0
3.3,34,205.3113,0
3.3,35,270.5855,0
3.3,36,56.3293,1
3.3,37,150.6141,1
3.3,38,172.0528,1
3.3,39,218.6082,0
3.3,40,187.3174,1
3.3,41,120.1601,1
3.3,42,110.5818,1
3.3,43,140.7882,1
3.3,44,168.9785,1
3.3,45,178.1067,1
3.3,46,182.3779,1
3.3,47,211.1812,0
3.3,48,219.6897,0
3.3,49,193.3468,1
3.4,0,158.7406,1
3.4,1,205.6728,0
3.4,2,159.0919,1
3.4,3,76.2404,1
3.4,4,75.0256,1
3.4,5,81.422,1
3.4,6,166.2944,1
3.4,7,154.1194,1
3.4,8,247.0713,0
3.4,9,168.0798,1
3.4,10,129.8503,1
3.4,11,199.2358,1
3.4,12,171.4323,1
3.4,13,105.4739,1
3.4,14,162.2571,1
3.4,15,92.3279,1
3.4,16,104.3782,1
3.4,17,150.1021,1
3.4,18,218.9,0
3.4,19,120.5157,1
3.4,20,171.1229,1
3.4,21,139.4266,1
3.4,22,181.4456,1
3.4,23,202.6855,0
3.4,24,264.1054,0
3.4,25,177.8319,1
3.4,26,196.2699,1
3.4,27,183.302,1
3.4,28,207.2589,0
3.4,29,93.0867,1
3.4,30,186.3892,1
3.4,31,127.9117,1
3.4,32,94.7314,1
3.4,33,213.5824,0
3.4,34,206.2968,0
3.4,35,270.2665,0
3.4,36,56.1289,1
3.4,37,150.2079,1
3.4,38,171.9743,1
3.4,39,220.2584,0
3.4,40,187.0333,1
3.4,41,118.4104,1
3.4,42,110.6311,1
3.4,43,139.5902,1
3.4,44,167.0017,1
3.4,45,180.5401,1
3.4,46,182.1544,1
3.4,47,211.2142,0
3.4,48,219.6538,0
3.4,49,194.0386,1
3.5,0,158.1162,1
3.5,1,205.0652,0
3.5,2,160.8052,1
3.5,3,77.5968,1
3.5,4,74.3266,1
3.5,5,78.1059,1
3.5,6,165.8887,1
3.5,7,156.2866,1
3.5,8,247.1935,0
3.5,9,168.1878,1
3.5,10,129.7647,1
3.5,11,201.45,0
3.5,12,171.4136,1
3.5,13,107.7257,1
3.5,14,162.3564,1
3.5,15,92.2053,1
3.5,16,105.4737,1
3.5,17,150.1275,1
3.5,18,217.2364,0
3.5,19,122.1627,1
3.5,20,171.4543,1
3.5,21,139.665,1
3.5,22,183.4663,1
3.5,23,203.7827,0
3.5,24,264.5762,0
3.5,25,178.1377,1
3.5,26,195.4393,1
3.5,27,183.0789,1
3.5,28,207.9797,0
3.5,29,93.5583,1
3.5,30,186.137,1
3.5,31,126.8002,1
3.5,32,94.9877,1
3.5,33,214.7268,0
3.5,34,204.7836,0
3.5,35,270.1663,0
3.5,36,56.0135,1
3.5,37,150.9473,1
3.5,38,171.9138,1
3.5,39,220.4136,0
3.5,40,186.0695,1
3.5,41,115.7381,1
3.5,42,110.8391,1
3.5,43,140.1006,1
3.5,44,164.0852,1
3.5,45,182.8886,1
3.5,46,181.1119,1
3.5,47,210.9987,0
3.5,48,219.1358,0
3.5,49,193.4013,1
3.6,0,155.3506,1
3.6,1,204.2433,0
3.6,2,158.3511,1
3.6,3,75.8657,1
3.6,4,73.6489,1
3.6,5,75.4051,1
3.6,6,167.3016,1
3.6,7,159.0166,1
3.6,8,246.9676,0
3.6,9,168.0418,1
3.6,10,131.052,1
3.6,11,200.8626,0
3.6,12,172.9101,1
3.6,13,106.1773,1
3.6,14,162.4157,1
3.6,15,92.7243,1
3.6,16,106.9074,1
3.6,17,149.9808,1
3.6,18,219.3809,0
3.6,19,122.3195,1
3.6,20,172.5083,1
3.6,21,140.4999,1
3.6,22,183.9893,1
3.6,23,202.4353,0
3.6,24,264.509,0
3.6,25,179.1595,1
3.6,26,195.3592,1
3.6,27,183.1012,1
3.6,28,207.8752,0
3.6,29,95.9118,1
3.6,30,186.769,1
3.6,31,127.719,1
3.6,32,94.9468,1
3.6,33,215.7861,0
3.6,34,204.8204,0
3.6,35,270.1792,0
3.6,36,55.9411,1
3.6,37,150.0066,1
3.6,38,171.9714,1
3.6,39,219.2772,0
3.6,40,186.5535,1
3.6,41,118.442,1
3.6,42,112.6582,1
3.6,43,141.5261,1
3.6,44,163.7551,1
3.6,45,184.2992,1
3.6,46,182.182,1
3.6,47,211.9114,0
3.6,48,218.593,0
3.6,49,192.9309,1
3.7,0,153.3203,1
3.7,1,204.3345,0
3.7,2,158.4458,1
3.7,3,78.0431,1
3.7,4,73.8679,1
3.7,5,78.7901,1
3.7,6,167.2237,1
3.7,7,159.1512,1
3.7,8,247.1744,0
3.7,9,167.4339,1
3.7,10,131.842,1
3.7,11,201.0434,0
3.7,12,173.3459,1
3.7,13,105.7926,1
3.7,14,162.0735,1
3.7,15,92.7244,1
3.7,16,108.9436,1
3.7,17,150.2638,1
3.7,18,221.9958,0
3.7,19,122.4795,1
3.7,20,172.1124,1
3.7,21,140.2898,1
3.7,22,181.4727,1
3.7,23,201.4127,0
3.7,24,264.0016,0
3.7,25,179.8977,1
3.7,26,195.5917,1
3.7,27,183.1977,1
3.7,28,206.9444,0
3.7,29,95.9332,1
3.7,30,186.9055,1
3.7,31,130.8575,1
3.7,32,95.7268,1
3.7,33,214.9326,0
3.7,34,206.4007,0
3.7,35,269.989,0
3.7,36,56.2571,1
3.7,37,151.8886,1
3.7,38,172.0782,1
3.7,39,218.9844,0
3.7,40,186.614,1
3.7,41,115.4924,1
3.7,42,112.6548,1
3.7,43,142.6958,1
3.7,44,161.8912,1
3.7,45,184.5341,1
3.7,46,181.7622,1
3.7,47,210.5582,0
3.7,48,218.224,0
3.7,49,192.5026,1
3.8,0,153.615,1
3.8,1,204.974,0
3.8,2,160.4829,1
3.8,3,77.2007,1
3.8,4,74.0441,1
3.8,5,78.0102,1
3.8,6,168.8474,1
3.8,7,158.8202,1
3.8,8,246.3437,0
3.8,9,168.3583,1
3.8,10,131.6071,1
3.8,11,198.5679,1
3.8,12,173.5013,1
3.8,13,103.8351,1
3.8,14,162.5425,1
3.8,15,93.4566,1
3.8,16,108.0701,1
3.8,17,150.7211,1
3.8,18,221.0212,0
3.8,19,123.1771,1
3.8,20,170.474,1
3.8,21,139.2627,1
3.8,22,178.7069,1
3.8,23,200.7046,0
3.8,24,264.223,0
3.8,25,179.3269,1
3.8,26,197.2624,1
3.8,27,183.8165,1
3.8,28,207.0035,0
3.8,29,95.9206,1
3.8,30,187.8982,1
3.8,31,131.8646,1
3.8,32,96.8487,1
3.8,33,216.2576,0
3.8,34,204.6542,0
3.8,35,270.0411,0
3.8,36,56.489,1
3.8,37,152.0413,1
3.8,38,172.1474,1
3.8,39,219.9452,0
3.8,40,186.7943,1
3.8,41,117.4532,1
3.8,42,111.3503,1
3.8,43,142.2314,1
3.8,44,163.2605,1
3.8,45,182.6248,1
3.8,46,180.5773,1
3.8,47,210.0591,0
3.8,48,218.4437,0
3.8,49,192.7198,1
3.9,0,153.7969,1
3.9,1,206.3613,0
3.9,2,162.0951,1
3.9,3,77.4897,1
3.9,4,73.7661,1
3.9,5,77.1652,1
3.9,6,169.424,1
3.9,7,159.3219,1
3.9,8,246.1272,0
3.9,9,169.4499,1
3.9,10,130.6876,1
3.9,11,199.83,1
3.9,12,174.0535,1
3.9,13,105.1832,1
3.9,14,163.951,1
3.9,15,93.2841,1
3.9,16,107.8316,1
3.9,17,150.503,1
3.9,18,220.7233,0
3.9,19,124.8518,1
3.9,20,170.1468,1
3.9,21,139.5304,1
3.9,22,178.6128,1
3.9,23,201.1119,0
3.9,24,262.9137,0
3.9,25,178.3113,1
3.9,26,198.7536,1
3.9,27,183.9067,1
3.9,28,207.6648,0
3.9,29,96.2077,1
3.9,30,190.0518,1
3.9,31,132.9007,1
3.9,32,96.9599,1
3.9,33,217.5858,0
3.9,34,205.1786,0
3.9,35,269.599,0
3.9,36,56.8654,1
3.9,37,152.2522,1
3.9,38,172.2104,1
3.9,39,221.6676,0
3.9,40,186.7924,1
3.9,41,119.1412,1
3.9,42,108.7528,1
3.9,43,142.485,1
3.9,44,164.9306,1
3.9,45,180.1826,1
3.9,46,180.0887,1
3.9,47,210.4766,0
3.9,48,219.2879,0
3.9,49,192.6249,1
4.0,0,152.7613,1
4.0,1,206.2089,0
4.0,2,161.2034,1
4.0,3,79.7692,1
4.0,4,73.8194,1
4.0,5,77.1333,1
4.0,6,169.2774,1
4.0,7,157.0716,1
4.0,8,246.2275,0
4.0,9,168.8875,1
4.0,10,130.8136,1
4.0,11,199.6101,1
4.0,12,174.62,1
4.0,13,103.1892,1
4.0,14,165.1625,1
4.0,15,92.5141,1
4.0,16,109.2898,1
4.0,17,150.1673,1
4.0,18,219.2209,0
4.0,19,126.4979,1
4.0,20,170.0765,1
4.0,21,138.0967,1
4.0,22,177.0624,1
4.0,23,200.0381,0
4.0,24,261.5582,0
4.0,25,178.3197,1
4.0,26,200.5476,0
4.0,27,183.6456,1
4.0,28,208.1521,0
4.0,29,94.7336,1
4.0,30,189.7966,1
4.0,31,129.8366,1
4.0,32,98.2477,1
4.0,33,218.0631,0
4.0,34,204.6548,0
4.0,35,269.0819,0
4.0,36,56.9372,1
4.0,37,152.4009,1
4.0,38,172.2966,1
4.0,39,223.9357,0
4.0,40,186.8097,1
4.0,41,119.1263,1
4.0,42,109.6694,1
4.0,43,143.7176,1
4.0,44,166.1676,1
4.0,45,178.0398,1
4.0,46,180.3026,1
4.0,47,209.2748,0
4.0,48,217.2584,0
4.0,49,193.317,1
4.1,0,154.1588,1
4.1,1,206.3005,0
4.1,2,160.624,1
4.1,3,79.697,1
4.1,4,73.4335,1
4.1,5,74.7307,1
4.1,6,169.5639,1
4.1,7,156.0044,1
4.1,8,245.8865,0
4.1,9,169.926,1
4.1,10,131.5419,1
4.1,11,201.95,0
4.1,12,172.7191,1
4.1,13,102.7171,1
4.1,14,164.5963,1
4.1,15,92.9037,1
4.1,16,107.7997,1
4.1,17,150.2974,1
4.1,18,219.1552,0
4.1,19,127.067,1
4.1,20,170.2228,1
4.1,21,138.6087,1
4.1,22,179.7576,1
4.1,23,198.3367,1
4.1,24,259.1404,0
4.1,25,178.831,1
4.1,26,199.2233,1
4.1,27,183.919,1
4.1,28,208.4044,0
4.1,29,94.3799,1
4.1,30,187.4926,1
4.1,31,127.481,1
4.1,32,97.4236,1
4.1,33,219.1594,0
4.1,34,204.5916,0
4.1,35,268.8548,0
4.1,36,56.272,1
4.1,37,151.8479,1
4.1,38,173.2335,1
4.1,39,225.3633,0
4.1,40,185.6764,1
4.1,41,117.4115,1
4.1,42,112.1332,1
4.1,43,142.9906,1
4.1,44,167.8938,1
4.1,45,177.4306,1
4.1,46,180.8955,1
4.1,47,209.0517,0
4.1,48,218.4851,0
4.1,49,193.7876,1
4.2,0,153.9889,1
4.2,1,206.4538,0
4.2,2,159.7343,1
4.2,3,79.6593,1
4.2,4,73.9003,1
4.2,5,77.1909,1
4.2,6,169.2695,1
4.2,7,155.3542,1
4.2,8,245.8411,0
4.2,9,169.3814,1
4.2,10,131.1376,1
4.2,11,199.6247,1
4.2,12,174.6952,1
4.2,13,101.9276,1
4.2,14,163.7081,1
4.2,15,92.9987,1
4.2,16,108.5732,1
4.2,17,149.7495,1
4.2,18,218.9775,0
4.2,19,128.2167,1
4.2,20,170.0386,1
4.2,21,137.6182,1
4.2,22,182.1254,1
4.2,23,197.8979,1
4.2,24,261.9274,0
4.2,25,178.9669,1
4.2,26,197.5387,1
4.2,27,183.4564,1
4.2,28,208.033,0
4.2,29,94.5554,1
4.2,30,185.4845,1
4.2,31,125.4314,1
4.2,32,97.9444,1
4.2,33,219.2284,0
4.2,34,205.4862,0
4.2,35,269.5928,0
4.2,36,55.9845,1
4.2,37,151.58,1
4.2,38,173.2203,1
4.2,39,223.6833,0
4.2,40,183.9564,1
4.2,41,116.9594,1
4.2,42,111.7711,1
4.2,43,142.7011,1
4.2,44,165.616,1
4.2,45,178.2985,1
4.2,46,180.958,1
4.2,47,210.1884,0
4.2,48,219.4196,0
4.2,49,193.6688,1
4.3,0,153.2894,1
4.3,1,207.7866,0
4.3,2,160.177,1
4.3,3,81.7839,1
4.3,4,73.5011,1
4.3,5,77.679,1
4.3,6,169.6698,1
4.3,7,153.2411,1
4.3,8,245.8434,0
4.3,9,169.9363,1
4.3,10,131.1063,1
4.3,11,200.6508,0
4.3,12,175.3367,1
