timestamp,uav_id,d_to_sink,link_up
0.4,36,56.1925,1
0.4,37,150.276,1
0.4,38,173.1857,1
0.4,39,212.3747,0
0.4,40,198.3832,1
0.4,41,119.1382,1
0.4,42,110.8482,1
0.4,43,149.767,1
0.4,44,175.786,1
0.4,45,171.5625,1
0.4,46,182.9608,1
0.4,47,207.7365,0
0.4,48,211.7445,0
0.4,49,195.694,1
0.5,0,164.182,1
0.5,1,206.9894,0
0.5,2,156.8406,1
0.5,3,68.3878,1
0.5,4,75.8198,1
0.5,5,78.4632,1
0.5,6,155.0027,1
0.5,7,172.2348,1
0.5,8,249.9539,0
0.5,9,177.6216,1
0.5,10,130.5646,1
0.5,11,196.8655,1
0.5,12,162.2169,1
0.5,13,97.0482,1
0.5,14,176.7091,1
0.5,15,93.4573,1
0.5,16,102.9514,1
0.5,17,151.3517,1
0.5,18,220.0261,0
0.5,19,132.8297,1
0.5,20,181.4706,1
0.5,21,139.2662,1
0.5,22,178.9192,1
0.5,23,198.2236,1
0.5,24,268.9939,0
0.5,25,178.1427,1
0.5,26,192.2527,1
0.5,27,185.315,1
0.5,28,202.0179,0
0.5,29,95.1028,1
0.5,30,183.7081,1
0.5,31,121.2431,1
0.5,32,92.5286,1
0.5,33,213.9996,0
0.5,34,208.3636,0
0.5,35,265.3837,0
0.5,36,55.9114,1
0.5,37,149.7438,1
0.5,38,173.6691,1
0.5,39,212.2527,0
0.5,40,197.2556,1
0.5,41,116.5079,1
0.5,42,110.032,1
0.5,43,149.334,1
0.5,44,176.3502,1
0.5,45,172.6832,1
0.5,46,182.8653,1
0.5,47,208.045,0
0.5,48,212.3805,0
0.5,49,196.2638,1
0.6,0,164.3361,1
0.6,1,206.9987,0
0.6,2,157.084,1
0.6,3,69.1183,1
0.6,4,75.524,1
0.6,5,75.0576,1
0.6,6,156.819,1
0.6,7,171.361,1
0.6,8,250.5338,0
0.6,9,175.8054,1
0.6,10,129.7837,1
0.6,11,195.4791,1
0.6,12,161.3147,1
0.6,13,99.3121,1
0.6,14,176.105,1
0.6,15,93.1853,1
0.6,16,103.0777,1
0.6,17,151.8129,1
0.6,18,221.179,0
0.6,19,131.816,1
0.6,20,179.3656,1
0.6,21,139.3693,1
0.6,22,178.5084,1
0.6,23,200.7961,0
0.6,24,269.4412,0
0.6,25,177.6829,1
0.6,26,194.0222,1
0.6,27,184.7598,1
0.6,28,202.3466,0
0.6,29,93.0752,1
0.6,30,185.9434,1
0.6,31,124.5733,1
0.6,32,92.4604,1
0.6,33,215.4503,0
0.6,34,208.8295,0
0.6,35,266.2834,0
0.6,36,56.0209,1
0.6,37,149.4881,1
0.6,38,174.0156,1
0.6,39,213.3575,0
0.6,40,195.7633,1
0.6,41,116.5073,1
0.6,42,112.1758,1
0.6,43,149.3716,1
0.6,44,174.0259,1
0.6,45,172.6509,1
0.6,46,182.9548,1
0.6,47,208.5838,0
0.6,48,211.1903,0
0.6,49,196.4492,1
0.7,0,167.002,1
0.7,1,206.6086,0
0.7,2,156.2463,1
0.7,3,70.2424,1
0.7,4,75.2301,1
0.7,5,76.2619,1
0.7,6,157.9915,1
0.7,7,168.7296,1
0.7,8,249.9067,0
0.7,9,176.1745,1
0.7,10,131.0428,1
0.7,11,196.1031,1
0.7,12,161.6,1
0.7,13,99.3998,1
0.7,14,176.0709,1
0.7,15,92.2111,1
0.7,16,103.2617,1
0.7,17,151.4494,1
0.7,18,220.6306,0
0.7,19,132.8693,1
0.7,20,177.5528,1
0.7,21,139.3636,1
0.7,22,179.6529,1
0.7,23,201.6527,0
0.7,24,267.2167,0
0.7,25,177.0757,1
0.7,26,192.1938,1
0.7,27,185.0516,1
0.7,28,203.1514,0
0.7,29,94.0679,1
0.7,30,186.0904,1
0.7,31,126.0378,1
0.7,32,92.2877,1
0.7,33,216.3747,0
0.7,34,208.95,0
0.7,35,266.0829,0
0.7,36,55.3989,1
0.7,37,149.4775,1
0.7,38,173.3443,1
0.7,39,211.9142,0
0.7,40,195.0858,1
0.7,41,117.2578,1
0.7,42,110.8581,1
0.7,43,149.6441,1
0.7,44,174.1443,1
0.7,45,170.1199,1
0.7,46,184.2917,1
0.7,47,208.4748,0
0.7,48,211.0341,0
0.7,49,195.8899,1
0.8,0,164.7362,1
0.8,1,207.0969,0
0.8,2,154.4795,1
0.8,3,69.4856,1
0.8,4,75.9384,1
0.8,5,76.2768,1
0.8,6,157.7459,1
0.8,7,167.5493,1
0.8,8,250.6256,0
0.8,9,177.6756,1
0.8,10,131.069,1
0.8,11,199.036,1
0.8,12,162.3983,1
0.8,13,98.6805,1
0.8,14,175.2223,1
0.8,15,92.0961,1
0.8,16,104.7204,1
0.8,17,151.3666,1
0.8,18,220.7301,0
0.8,19,134.0833,1
0.8,20,176.9666,1
0.8,21,140.0907,1
0.8,22,179.4233,1
0.8,23,202.1166,0
0.8,24,268.2655,0
0.8,25,176.9036,1
0.8,26,191.3139,1
0.8,27,184.7654,1
0.8,28,204.0034,0
0.8,29,93.691,1
0.8,30,187.2422,1
0.8,31,125.8227,1
0.8,32,92.4911,1
0.8,33,216.0767,0
0.8,34,209.1504,0
0.8,35,266.8715,0
0.8,36,55.5682,1
0.8,37,149.5739,1
0.8,38,174.2868,1
0.8,39,209.5394,0
0.8,40,193.7088,1
0.8,41,119.8673,1
0.8,42,112.5841,1
0.8,43,150.5093,1
0.8,44,171.5674,1
0.8,45,168.5879,1
0.8,46,183.2947,1
0.8,47,208.7856,0
0.8,48,210.8092,0
0.8,49,195.4697,1
0.9,0,163.3626,1
0.9,1,207.3979,0
0.9,2,155.6695,1
0.9,3,69.0435,1
0.9,4,75.1843,1
0.9,5,76.6677,1
0.9,6,157.3121,1
0.9,7,167.3777,1
0.9,8,250.0231,0
0.9,9,177.2954,1
0.9,10,131.1051,1
0.9,11,199.3975,1
0.9,12,163.4152,1
0.9,13,98.6889,1
0.9,14,174.9348,1
0.9,15,91.5644,1
0.9,16,103.665,1
0.9,17,151.4681,1
0.9,18,219.8828,0
0.9,19,133.5993,1
0.9,20,179.3301,1
0.9,21,138.9594,1
0.9,22,181.5852,1
0.9,23,200.3431,0
0.9,24,269.0503,0
0.9,25,177.5379,1
0.9,26,192.6947,1
0.9,27,185.3057,1
0.9,28,204.5292,0
0.9,29,92.7947,1
0.9,30,186.6989,1
0.9,31,126.5343,1
0.9,32,92.1137,1
0.9,33,216.7585,0
0.9,34,208.1966,0
0.9,35,266.6932,0
0.9,36,56.3756,1
0.9,37,149.3207,1
0.9,38,173.7329,1
0.9,39,211.7231,0
0.9,40,193.8533,1
0.9,41,122.0151,1
0.9,42,111.8032,1
0.9,43,150.6406,1
0.9,44,171.8055,1
0.9,45,167.8747,1
0.9,46,184.0429,1
0.9,47,209.031,0
0.9,48,212.4887,0
0.9,49,195.8426,1
1.0,0,164.0835,1
1.0,1,207.8692,0
1.0,2,156.6216,1
1.0,3,69.9526,1
1.0,4,75.135,1
1.0,5,75.4896,1
1.0,6,159.2084,1
1.0,7,168.1425,1
1.0,8,249.4319,0
1.0,9,177.4952,1
1.0,10,131.5184,1
1.0,11,200.8659,0
1.0,12,165.1959,1
1.0,13,97.8993,1
1.0,14,173.4403,1
1.0,15,92.2093,1
1.0,16,103.1639,1
1.0,17,151.5895,1
1.0,18,222.3242,0
1.0,19,131.2715,1
1.0,20,178.9247,1
1.0,21,137.9633,1
1.0,22,183.3789,1
1.0,23,203.2331,0
1.0,24,268.1699,0
1.0,25,177.3594,1
1.0,26,193.3284,1
1.0,27,185.2746,1
1.0,28,204.5987,0
1.0,29,91.0035,1
1.0,30,184.1682,1
1.0,31,129.4227,1
1.0,32,90.67,1
1.0,33,218.0546,0
1.0,34,208.0611,0
1.0,35,266.5173,0
1.0,36,56.08,1
1.0,37,150.0134,1
1.0,38,172.9568,1
1.0,39,209.3202,0
1.0,40,193.5772,1
1.0,41,120.3969,1
1.0,42,112.9519,1
1.0,43,149.4039,1
1.0,44,172.0347,1
1.0,45,165.7682,1
1.0,46,184.5022,1
1.0,47,208.465,0
1.0,48,211.8723,0
1.0,49,196.2047,1
1.1,0,163.5982,1
1.1,1,208.2918,0
1.1,2,158.9104,1
1.1,3,69.783,1
1.1,4,74.9857,1
1.1,5,75.3503,1
1.1,6,161.9424,1
1.1,7,170.9555,1
1.1,8,248.8051,0
1.1,9,176.5063,1
1.1,10,131.2061,1
1.1,11,200.5428,0
1.1,12,167.0649,1
1.1,13,98.4025,1
1.1,14,172.3033,1
1.1,15,93.0024,1
1.1,16,104.1312,1
1.1,17,151.2366,1
1.1,18,223.4499,0
1.1,19,131.1023,1
1.1,20,179.8075,1
1.1,21,138.1595,1
1.1,22,183.0649,1
1.1,23,203.7887,0
1.1,24,267.905,0
1.1,25,177.4421,1
1.1,26,193.3845,1
1.1,27,185.5207,1
1.1,28,203.9115,0
1.1,29,88.4804,1
1.1,30,186.4162,1
1.1,31,129.374,1
1.1,32,91.5799,1
1.1,33,217.9662,0
1.1,34,208.0022,0
1.1,35,266.4935,0
1.1,36,55.6696,1
1.1,37,151.7092,1
1.1,38,172.8359,1
1.1,39,209.3012,0
1.1,40,193.4096,1
1.1,41,121.2169,1
1.1,42,114.2947,1
1.1,43,149.5596,1
1.1,44,170.7445,1
1.1,45,167.3638,1
1.1,46,184.9746,1
1.1,47,208.6674,0
1.1,48,212.9758,0
1.1,49,195.6144,1
1.2,0,165.2005,1
1.2,1,206.6679,0
1.2,2,158.4828,1
1.2,3,69.8025,1
1.2,4,74.5096,1
1.2,5,74.8002,1
1.2,6,161.0073,1
1.2,7,168.4279,1
1.2,8,248.8582,0
1.2,9,177.0186,1
1.2,10,131.5723,1
1.2,11,199.3469,1
1.2,12,167.8277,1
1.2,13,98.37,1
1.2,14,170.7978,1
1.2,15,93.0195,1
1.2,16,106.0874,1
1.2,17,151.6308,1
1.2,18,222.3286,0
1.2,19,130.0319,1
1.2,20,180.0241,1
1.2,21,138.8645,1
1.2,22,183.189,1
1.2,23,204.447,0
1.2,24,267.627,0
1.2,25,177.7422,1
1.2,26,191.5483,1
1.2,27,185.594,1
1.2,28,204.672,0
1.2,29,88.8643,1
1.2,30,186.5558,1
1.2,31,129.6596,1
1.2,32,90.7243,1
1.2,33,217.0089,0
1.2,34,206.9823,0
1.2,35,266.3575,0
1.2,36,55.5623,1
1.2,37,153.2698,1
1.2,38,172.6099,1
1.2,39,208.4585,0
1.2,40,193.0147,1
1.2,41,120.0262,1
1.2,42,112.4768,1
1.2,43,148.7539,1
1.2,44,168.3927,1
1.2,45,169.3021,1
1.2,46,184.8454,1
1.2,47,209.9223,0
1.2,48,215.2314,0
1.2,49,194.8206,1
1.3,0,165.7075,1
1.3,1,205.1032,0
1.3,2,157.3534,1
1.3,3,71.7909,1
1.3,4,74.8046,1
1.3,5,76.2508,1
1.3,6,161.4526,1
1.3,7,169.1561,1
1.3,8,248.1994,0
1.3,9,177.2683,1
1.3,10,131.361,1
1.3,11,196.4393,1
1.3,12,168.3988,1
1.3,13,98.4511,1
1.3,14,171.107,1
1.3,15,92.8228,1
1.3,16,105.1871,1
1.3,17,151.534,1
1.3,18,219.6844,0
1.3,19,128.0632,1
1.3,20,179.3775,1
1.3,21,140.3136,1
1.3,22,185.166,1
1.3,23,205.4479,0
1.3,24,268.6358,0
1.3,25,177.2427,1
1.3,26,191.4916,1
1.3,27,185.7357,1
1.3,28,204.7607,0
1.3,29,88.3481,1
1.3,30,186.0768,1
1.3,31,127.2044,1
1.3,32,91.6758,1
1.3,33,218.0476,0
1.3,34,205.2399,0
1.3,35,266.5182,0
1.3,36,55.5435,1
1.3,37,154.4883,1
1.3,38,172.4207,1
1.3,39,208.7637,0
1.3,40,192.9839,1
1.3,41,119.5908,1
1.3,42,112.2213,1
1.3,43,147.5282,1
1.3,44,169.2472,1
1.3,45,168.7045,1
1.3,46,184.1054,1
1.3,47,210.1484,0
1.3,48,214.9031,0
1.3,49,194.1848,1
1.4,0,163.9925,1
1.4,1,203.8776,0
1.4,2,159.755,1
1.4,3,71.5969,1
1.4,4,74.4992,1
1.4,5,74.1473,1
1.4,6,160.531,1
1.4,7,168.2467,1
1.4,8,248.4556,0
1.4,9,177.2686,1
1.4,10,130.8772,1
1.4,11,198.8368,1
1.4,12,169.4135,1
1.4,13,98.4143,1
1.4,14,171.4482,1
1.4,15,92.5448,1
1.4,16,104.6548,1
1.4,17,151.9338,1
1.4,18,219.4694,0
1.4,19,127.4484,1
1.4,20,177.8956,1
1.4,21,141.6648,1
1.4,22,187.0092,1
1.4,23,203.8869,0
1.4,24,268.7037,0
1.4,25,177.2176,1
1.4,26,191.5593,1
1.4,27,185.1051,1
1.4,28,204.5019,0
1.4,29,88.2962,1
1.4,30,186.7127,1
1.4,31,126.5433,1
1.4,32,92.719,1
1.4,33,219.2032,0
1.4,34,204.4914,0
1.4,35,266.6338,0
1.4,36,56.1995,1
1.4,37,153.8317,1
1.4,38,172.1229,1
1.4,39,211.0239,0
1.4,40,193.6934,1
1.4,41,118.8118,1
1.4,42,114.23,1
1.4,43,146.7775,1
1.4,44,167.0149,1
1.4,45,169.5393,1
1.4,46,183.6025,1
1.4,47,210.3993,0
1.4,48,214.7099,0
1.4,49,194.8133,1
1.5,0,162.0081,1
1.5,1,202.7759,0
1.5,2,158.6589,1
1.5,3,72.5736,1
1.5,4,75.0555,1
1.5,5,72.2183,1
1.5,6,159.42,1
1.5,7,168.478,1
1.5,8,248.5038,0
1.5,9,177.4976,1
1.5,10,131.9783,1
1.5,11,198.2676,1
1.5,12,168.9751,1
1.5,13,98.4224,1
1.5,14,170.8836,1
1.5,15,92.5978,1
1.5,16,105.0915,1
1.5,17,152.0238,1
1.5,18,220.3754,0
1.5,19,127.914,1
1.5,20,175.336,1
1.5,21,141.0312,1
1.5,22,189.957,1
1.5,23,205.3267,0
1.5,24,270.3972,0
1.5,25,176.1698,1
1.5,26,191.4292,1
1.5,27,185.3734,1
1.5,28,203.9399,0
1.5,29,88.0423,1
1.5,30,186.4633,1
1.5,31,124.8355,1
1.5,32,93.6709,1
1.5,33,218.8387,0
1.5,34,203.9575,0
1.5,35,267.0483,0
1.5,36,55.7417,1
1.5,37,152.3807,1
1.5,38,172.7083,1
1.5,39,211.6446,0
1.5,40,193.1633,1
1.5,41,116.5415,1
1.5,42,113.0139,1
1.5,43,146.0676,1
1.5,44,167.5383,1
1.5,45,172.035,1
1.5,46,184.8175,1
1.5,47,211.3589,0
1.5,48,216.5844,0
1.5,49,194.5501,1
1.6,0,163.5253,1
1.6,1,203.3667,0
1.6,2,155.9718,1
1.6,3,73.4169,1
1.6,4,75.1742,1
1.6,5,72.2778,1
1.6,6,157.8036,1
1.6,7,168.7647,1
1.6,8,248.5937,0
1.6,9,176.1625,1
1.6,10,130.4752,1
1.6,11,198.5469,1
1.6,12,168.8306,1
1.6,13,95.6702,1
1.6,14,171.9225,1
1.6,15,93.0938,1
1.6,16,105.7328,1
1.6,17,152.3216,1
1.6,18,222.9076,0
1.6,19,129.417,1
1.6,20,174.1862,1
1.6,21,142.3411,1
1.6,22,189.7345,1
1.6,23,205.2641,0
1.6,24,270.8673,0
1.6,25,175.4266,1
1.6,26,192.5622,1
1.6,27,185.464,1
1.6,28,203.9962,0
1.6,29,89.3977,1
1.6,30,186.9291,1
1.6,31,122.2214,1
1.6,32,93.8567,1
1.6,33,217.7472,0
1.6,34,202.9469,0
1.6,35,266.1285,0
1.6,36,55.4972,1
1.6,37,153.031,1
1.6,38,172.8576,1
1.6,39,213.9658,0
1.6,40,191.9101,1
1.6,41,118.1803,1
1.6,42,111.2279,1
1.6,43,145.8922,1
1.6,44,165.3331,1
1.6,45,173.8562,1
1.6,46,184.3549,1
1.6,47,212.2407,0
1.6,48,216.8698,0
1.6,49,194.7549,1
1.7,0,164.0248,1
1.7,1,203.1675,0
1.7,2,157.0454,1
1.7,3,73.2852,1
1.7,4,75.1973,1
1.7,5,72.5891,1
1.7,6,158.8711,1
1.7,7,167.9831,1
1.7,8,248.8174,0
1.7,9,174.9704,1
1.7,10,129.5581,1
1.7,11,195.3262,1
1.7,12,168.9584,1
1.7,13,96.9983,1
1.7,14,170.6733,1
1.7,15,92.9465,1
1.7,16,107.1677,1
1.7,17,152.5416,1
1.7,18,225.8726,0
1.7,19,128.0606,1
1.7,20,176.2639,1
1.7,21,142.3414,1
1.7,22,189.4309,1
1.7,23,205.2804,0
1.7,24,269.809,0
1.7,25,174.8855,1
1.7,26,192.4333,1
1.7,27,185.6572,1
1.7,28,203.6931,0
1.7,29,89.5238,1
1.7,30,188.2748,1
1.7,31,124.8214,1
1.7,32,94.4244,1
1.7,33,218.1482,0
1.7,34,204.0573,0
1.7,35,265.9303,0
1.7,36,56.1896,1
1.7,37,154.4349,1
1.7,38,172.9397,1
1.7,39,213.3529,0
1.7,40,191.4089,1
1.7,41,118.7871,1
1.7,42,113.238,1
1.7,43,145.5098,1
1.7,44,165.7599,1
1.7,45,173.4282,1
1.7,46,183.1866,1
1.7,47,211.4858,0
1.7,48,215.7485,0
1.7,49,195.1477,1
1.8,0,164.1315,1
1.8,1,203.1277,0
1.8,2,157.369,1
1.8,3,74.2647,1
1.8,4,74.6641,1
1.8,5,72.7806,1
1.8,6,158.9091,1
1.8,7,165.1552,1
1.8,8,248.4252,0
1.8,9,174.9377,1
1.8,10,129.1571,1
1.8,11,193.4045,1
1.8,12,166.5662,1
1.8,13,96.6111,1
1.8,14,170.4329,1
1.8,15,93.1922,1
1.8,16,106.5617,1
1.8,17,152.5448,1
1.8,18,228.1998,0
1.8,19,128.3509,1
1.8,20,177.1345,1
1.8,21,140.8225,1
1.8,22,189.1343,1
1.8,23,204.7711,0
1.8,24,271.2019,0
1.8,25,175.1942,1
1.8,26,192.5186,1
1.8,27,185.4554,1
1.8,28,204.0898,0
1.8,29,89.5234,1
1.8,30,186.9342,1
1.8,31,126.5013,1
1.8,32,93.8316,1
1.8,33,218.5635,0
1.8,34,202.5474,0
1.8,35,266.3517,0
1.8,36,55.5475,1
1.8,37,153.1571,1
1.8,38,173.8524,1
1.8,39,215.4806,0
1.8,40,190.7982,1
1.8,41,119.8106,1
1.8,42,115.0081,1
1.8,43,144.9862,1
1.8,44,164.9843,1
1.8,45,171.8075,1
1.8,46,183.269,1
1.8,47,212.8188,0
1.8,48,214.9006,0
1.8,49,194.6578,1
1.9,0,164.6441,1
1.9,1,202.8625,0
1.9,2,158.81,1
1.9,3,73.1456,1
1.9,4,75.3154,1
1.9,5,74.4666,1
1.9,6,159.7109,1
1.9,7,164.035,1
1.9,8,248.224,0
1.9,9,174.6392,1
1.9,10,130.1408,1
1.9,11,194.9118,1
1.9,12,164.3483,1
1.9,13,99.367,1
1.9,14,170.188,1
1.9,15,92.552,1
1.9,16,106.1012,1
1.9,17,151.867,1
1.9,18,225.542,0
1.9,19,126.8305,1
1.9,20,176.2377,1
1.9,21,139.7181,1
1.9,22,185.8412,1
1.9,23,203.2524,0
1.9,24,271.3967,0
1.9,25,175.4316,1
1.9,26,192.2497,1
1.9,27,185.3135,1
1.9,28,203.4299,0
1.9,29,89.5862,1
1.9,30,185.4522,1
1.9,31,126.9292,1
1.9,32,93.6075,1
1.9,33,218.3722,0
1.9,34,204.3239,0
1.9,35,266.7598,0
1.9,36,55.5739,1
1.9,37,154.1139,1
1.9,38,173.9285,1
1.9,39,215.5713,0
1.9,40,190.425,1
1.9,41,120.1917,1
1.9,42,114.7578,1
1.9,43,144.9689,1
1.9,44,164.2731,1
1.9,45,171.368,1
1.9,46,182.939,1
1.9,47,211.6487,0
1.9,48,215.7567,0
1.9,49,194.1748,1
2.0,0,162.3397,1
2.0,1,202.0073,0
2.0,2,160.2484,1
2.0,3,71.8676,1
2.0,4,75.1019,1
2.0,5,77.6439,1
2.0,6,160.2845,1
2.0,7,164.4604,1
2.0,8,248.0217,0
2.0,9,173.0907,1
2.0,10,129.3768,1
2.0,11,195.1884,1
2.0,12,165.0494,1
2.0,13,99.7842,1
2.0,14,170.347,1
2.0,15,92.1248,1
2.0,16,104.9945,1
2.0,17,151.4092,1
2.0,18,223.8533,0
2.0,19,127.0094,1
2.0,20,176.5652,1
2.0,21,140.7645,1
2.0,22,184.6687,1
2.0,23,202.3064,0
2.0,24,271.0397,0
2.0,25,175.5104,1
2.0,26,193.8096,1
2.0,27,184.9667,1
2.0,28,203.2705,0
2.0,29,91.9755,1
2.0,30,183.8097,1
2.0,31,127.9772,1
2.0,32,92.4592,1
2.0,33,217.6132,0
2.0,34,204.6706,0
2.0,35,266.7325,0
2.0,36,55.245,1
2.0,37,153.5316,1
2.0,38,174.1723,1
2.0,39,216.9672,0
2.0,40,190.5418,1
2.0,41,118.3786,1
2.0,42,115.9621,1
2.0,43,144.2891,1
2.0,44,164.9304,1
2.0,45,171.4075,1
2.0,46,182.1031,1
2.0,47,211.7282,0
2.0,48,215.8811,0
2.0,49,193.581,1
2.1,0,161.7179,1
2.1,1,202.3017,0
2.1,2,160.5403,1
2.1,3,74.384,1
2.1,4,75.5151,1
2.1,5,77.1472,1
2.1,6,162.4835,1
2.1,7,164.7708,1
2.1,8,248.0953,0
2.1,9,172.3445,1
2.1,10,128.8422,1
2.1,11,194.4922,1
2.1,12,164.5645,1
2.1,13,98.1442,1
2.1,14,169.6111,1
2.1,15,92.0492,1
2.1,16,103.4131,1
2.1,17,151.5976,1
2.1,18,226.2926,0
2.1,19,126.0616,1
2.1,20,173.956,1
2.1,21,139.4177,1
2.1,22,183.4185,1
2.1,23,199.8254,1
2.1,24,269.4891,0
2.1,25,175.235,1
2.1,26,193.2544,1
2.1,27,184.3998,1
2.1,28,203.4785,0
2.1,29,93.3496,1
