timestamp,uav_id,x,y,z,vx,vy,vz,speed
9.5,24,1.5672,21.8454,15.2782,1.5161,-8.6308,-3.2842,9.3582
9.5,25,50.7586,105.0713,5.223,1.0643,0.8542,-9.292,9.3917
9.5,26,54.8932,64.2511,37.0812,4.7653,4.3752,22.1426,23.0682
9.5,27,130.4261,3.5181,37.4727,-17.919,-27.275,-0.3921,32.6369
9.5,28,110.436,13.7221,46.7179,-6.2577,-16.8268,-2.5512,18.1331
9.5,29,155.2782,121.1901,46.3879,6.0333,-14.0567,0.7294,15.3142
9.5,30,128.4166,27.6689,27.0445,7.0775,15.2984,22.3267,27.9752
9.5,31,78.6827,169.2142,26.1496,-17.5825,-1.8597,-20.7711,27.2771
9.5,32,145.6152,111.5304,28.6631,-5.2091,-8.3038,7.5986,12.4027
9.5,33,31.5292,72.434,6.2443,1.2746,7.643,6.0404,9.8248
9.5,34,9.6733,122.2836,40.2471,-7.1224,-0.7604,14.0093,15.7343
9.5,35,33.9693,9.7036,26.9945,-0.4973,-0.5893,-28.2576,28.2681
9.5,36,151.4507,195.6316,2.2303,2.9212,12.8597,-22.2354,25.8519
9.5,37,103.2524,108.5763,11.5612,-17.6496,17.525,-2.2686,24.9756
9.5,38,31.2281,156.3851,44.308,2.8385,13.22,26.6488,29.8829
9.5,39,87.5173,2.6295,5.1831,1.1937,-0.834,13.234,13.3139
9.5,40,36.0155,109.4468,26.7606,1.2031,14.4709,4.4606,15.1905
9.5,41,146.0328,107.2933,39.7559,2.8117,2.6682,-4.9285,6.2702
9.5,42,91.6548,184.2184,14.5329,16.6065,3.729,-25.9844,31.0624
9.5,43,87.7481,134.2131,40.1374,19.5444,5.672,9.533,22.4729
9.5,44,55.5636,108.2131,38.1158,3.0676,7.9792,-11.0158,13.9437
9.5,45,106.239,46.8883,5.251,-5.4312,-4.3911,1.1757,7.0825
9.5,46,68.2424,78.6556,28.1049,13.1622,1.4657,23.1866,26.7023
9.5,47,13.7992,108.88,26.0042,-5.9113,25.1479,-9.3171,27.4621
9.5,48,8.5693,80.6353,19.5818,21.655,8.2866,-9.3091,24.9854
9.5,49,196.994,5.2101,18.083,-1.0354,0.7165,-11.0419,11.1134
9.6,0,48.8171,180.8852,4.0565,-0.361,14.0618,-16.419,21.6206
9.6,1,3.4543,150.4069,27.0433,-4.4386,-13.1504,-18.8405,23.4008
9.6,2,177.0312,35.1505,9.9128,-13.4434,16.1691,16.5814,26.7788
9.6,3,116.8606,181.1714,26.4051,8.2068,12.6313,0.066,15.0634
9.6,4,146.1353,154.1975,9.2896,4.022,3.151,1.6453,5.3677
9.6,5,155.7827,152.0371,49.7206,15.7148,10.6875,14.6026,23.9669
9.6,6,70.9252,71.9082,39.6087,-18.6841,-29.0901,5.1899,34.9609
9.6,7,126.3603,72.7786,33.0295,-6.5044,-5.5639,10.8712,13.8365
9.6,8,26.1439,23.2835,34.2338,-8.8006,-1.0288,-5.6674,10.518
