step,reward
200,-14.410556
400,-13.679035
600,-14.159087
800,-14.566062
1000,-15.051882
1200,-14.381538
1400,-13.972899
1600,-14.884172
1800,-15.815884
2000,-14.338321
2200,-14.28399
2400,-14.153418
2600,-14.916001
2800,-14.84505
3000,-15.866717
3200,-14.534095
3400,-14.81434
3600,-14.62462
3800,-14.55342
4000,-14.21405
4200,-15.094031
4400,-14.275943
4600,-14.032864
4800,-14.852355
5000,-15.500758
5200,-15.115408
5400,-15.582892
5600,-12.52935
5800,-14.289256
6000,-15.00255
6200,-14.271213
6400,-11.928401
6600,-15.868164
6800,-14.713641
7000,-14.165125
7200,-14.377789
7400,-15.241043
7600,-13.258363
7800,-14.770728
8000,-14.52258
8200,-0.342588
8400,-15.112759
8600,-14.893094
8800,-13.419813
9000,-13.2314
9200,-16.011227
9400,-14.963369
9600,-13.229704
9800,-14.667978
10000,-13.943126
