step,reward
200,-15.592462
400,-15.634505
600,-16.005106
800,-16.551167
1000,-15.710104
1200,-15.038308
1400,-13.968494
1600,-13.985816
1800,-15.211577
2000,-14.640055
2200,-15.414625
2400,-14.400468
2600,-14.193472
2800,-14.71409
3000,-13.642157
3200,-13.540728
3400,-15.194211
3600,-14.23357
3800,-15.272121
4000,-15.911642
4200,-15.252962
4400,-14.840911
4600,-16.375921
4800,-17.052106
5000,-15.065807
5200,-16.690442
5400,-15.619625
5600,-15.295162
5800,-16.47061
6000,-15.703195
6200,-15.294361
6400,-14.899511
6600,-14.97003
6800,-15.83388
7000,-14.954976
7200,-16.222021
7400,-14.941392
7600,-12.668135
7800,-14.857062
8000,-15.426079
8200,-13.864627
8400,-15.402412
8600,-15.580282
8800,-13.912037
9000,-15.212821
9200,-16.719881
9400,-13.941724
9600,-14.340753
9800,-15.076614
10000,-15.220164
