step,reward
200,-14.484525
400,-13.634543
600,-14.986124
800,-14.195518
1000,-14.856093
1200,-14.472133
1400,-14.773882
1600,-14.775355
1800,-9.868642
2000,-14.887284
2200,-14.408149
2400,-14.258886
2600,-15.096633
2800,-14.984937
3000,-14.970001
3200,-13.316375
3400,-15.158678
3600,-15.689729
3800,-13.993094
4000,-15.07235
4200,-14.790449
4400,-13.750881
4600,-15.08849
4800,-15.197039
5000,-14.196411
5200,-15.667163
5400,-15.806355
5600,-14.5152
5800,-14.839859
6000,-14.35169
6200,-15.538093
6400,-13.747999
6600,-15.136459
6800,-14.720749
7000,-14.532015
7200,-14.981716
7400,-14.661888
7600,-13.994395
7800,-15.040713
8000,-15.971553
8200,-14.251617
8400,-14.639339
8600,-14.333131
8800,-14.115618
9000,-13.984453
9200,-15.954675
9400,-14.218109
9600,-14.48685
9800,-15.365912
10000,-13.767266
10200,-14.188199
