step,reward
200,-19.48221377359576
400,-19.96496651817474
600,-22.311854707412575
800,-19.45724669391892
1000,-21.929644560869477
1200,-20.45813801191927
1400,-21.730406295009967
1600,-22.331541903783585
1800,-22.489724807305137
2000,-19.38633073311109
2200,-22.953740694676267
2400,-21.731737313619764
2600,-21.372154057880856
2800,-20.41024073744615
3000,-21.16062852186385
3200,-19.34901519208405
3400,-20.317380348634348
3600,-20.552058892873447
3800,-22.75707300863385
4000,-23.486454079718328
4200,-21.085694116074777
4400,-19.61087056861375
4600,-22.324977195303426
4800,-22.37899763067184
5000,-21.190579866605248
5200,-20.17284995209853
5400,-21.691383203098503
5600,-21.079921395465487
5800,-21.1781164838102
6000,-20.081004498394655
6200,-23.072932788457578
6400,-22.846777807265692
6600,-20.891264197555603
6800,-20.157441400218246
7000,-19.55833629000214
7200,-24.36251872416615
7400,-20.29239388847119
7600,-13.205201440818241
7800,-20.877030768842033
8000,-19.68326845232954
8200,-15.533052353391984
8400,-22.689115599999187
8600,-20.626824670943023
8800,-18.01622807556023
9000,-22.25714431494343
9200,-23.68627402174959
9400,-21.615103301432267
9600,-20.744790194030706
9800,-22.747615636561456
10000,-21.86610369663587
