step,reward
200,-14.441646
400,-15.197336
600,-14.759487
800,-15.049137
1000,-14.522367
1200,-15.38139
1400,-15.342398
1600,-15.415473
1800,-15.61842
2000,-14.465446
2200,-16.464263
2400,-14.590272
2600,-14.613021
2800,-14.87421
3000,-14.839443
3200,-14.756795
3400,-15.446282
3600,-14.84668
3800,-16.12205
4000,-15.708681
4200,-14.117151
4400,-14.853266
4600,-16.074863
4800,-16.111465
5000,-14.633385
5200,-15.619237
5400,-15.37993
5600,-15.951141
5800,-15.208101
6000,-14.687649
6200,-15.607143
6400,-16.828157
6600,-15.247751
6800,-15.692783
7000,-14.468184
7200,-16.19198
7400,-15.831689
7600,-14.230343
7800,-15.500308
8000,-14.450695
8200,-13.106064
8400,-15.769034
8600,-14.735805
8800,-14.264699
9000,-15.444815
9200,-17.186788
9400,-14.638536
9600,-15.17813
9800,-16.316026
10000,-15.171617
