step,reward
200,-13.635068
400,-13.813581
600,-14.725189
800,-15.491826
1000,-14.722627
1200,-15.129109
1400,-14.50546
1600,-14.628822
1800,-14.957719
2000,-14.268241
2200,-14.452108
2400,-14.52194
2600,-14.960032
2800,-15.227475
3000,-14.98117
3200,-13.8373
3400,-14.966862
3600,-14.498153
3800,-13.504947
4000,-14.626502
4200,-14.357967
4400,-14.413517
4600,-15.112178
4800,-14.584685
5000,-14.913272
5200,-15.679362
5400,-14.079003
5600,-14.311308
5800,-14.828836
6000,-14.924606
6200,-15.693463
6400,-14.266965
6600,-14.622537
6800,-15.545275
7000,-14.49569
7200,-14.892523
7400,-14.207503
7600,-13.217294
7800,-14.810377
8000,-14.500711
8200,-14.176545
8400,-13.865962
8600,-14.278859
8800,-13.319434
9000,-13.290742
9200,-15.075358
9400,-14.270799
9600,-13.872956
9800,-15.563656
10000,-14.320815
