step,reward
200,-14.444614
400,-15.399268
600,-15.409374
800,-15.156712
1000,-15.352272
1200,-15.117826
1400,-14.543618
1600,-14.575268
1800,-15.261901
2000,-14.878959
2200,-15.795257
2400,-14.255206
2600,-13.832171
2800,-14.500176
3000,-14.644683
3200,-15.593064
3400,-15.503637
3600,-15.368477
3800,-16.854643
4000,-16.574209
4200,-14.825666
4400,-15.453164
4600,-16.945632
4800,-16.591677
5000,-15.527474
5200,-15.666328
5400,-15.601184
5600,-15.929331
5800,-15.355605
6000,-14.919402
6200,-15.11527
6400,-16.759163
6600,-15.460922
6800,-16.333573
7000,-14.820168
7200,-16.861875
7400,-15.050273
7600,-14.336619
7800,-14.887817
8000,-15.132414
8200,-13.590599
8400,-14.385614
8600,-14.294831
8800,-14.062087
9000,-13.794045
9200,-16.511083
9400,-14.574847
9600,-15.102008
9800,-15.842339
10000,-14.84179
