step,reward
200,-15.064193
400,-14.901078
600,-14.477948
800,-15.181505
1000,-14.730441
1200,-15.419303
1400,-14.107282
1600,-14.237853
1800,-14.639873
2000,-14.692344
2200,-14.888831
2400,-14.262984
2600,-13.974785
2800,-14.357299
3000,-14.793181
3200,-14.510271
3400,-15.203054
3600,-14.527742
3800,-15.067951
4000,-15.488519
4200,-14.20799
4400,-13.750139
4600,-15.391616
4800,-15.116198
5000,-14.687354
5200,-16.170784
5400,-15.522438
5600,-14.52722
5800,-14.845311
6000,-14.173265
6200,-15.082102
6400,-15.061973
6600,-13.785384
6800,-15.094418
7000,-14.601561
7200,-14.912346
7400,-14.214461
7600,-13.474434
7800,-14.23792
8000,-15.213118
8200,-14.015243
8400,-14.279956
8600,-14.606432
8800,-13.589318
9000,-14.596092
9200,-15.657971
9400,-13.594455
9600,-14.191768
9800,-14.482537
10000,-14.901804
