step,reward
200,-14.982091437647137
400,-13.756702472211327
600,-15.261054631149493
800,-14.517765499228434
1000,-14.909444353691581
1200,-15.377129867090323
1400,-14.45694625556056
1600,-14.672725968204434
1800,-15.039524037755488
2000,-14.381803511939667
2200,-14.291529637083094
2400,-14.47669124129758
2600,-15.031277431585595
2800,-14.5618454788834
3000,-14.405603065112322
3200,-15.084263284842043
3400,-14.672937347093532
3600,-14.542303830160831
3800,-14.738109429764906
4000,-14.36754855503204
4200,-14.732810010711301
4400,-14.129757028827429
4600,-14.339722333022973
4800,-14.970369024704809
5000,-15.403684114790654
5200,-14.42531135939686
5400,-14.636795763288044
5600,-13.790118537460755
5800,-15.060475533229619
6000,-13.862075817513055
6200,-14.79420208923359
6400,-13.161342903820417
6600,-15.459313870482323
6800,-14.684639238790872
7000,-14.05722081606975
7200,-14.023314042548927
7400,-14.434793920060669
7600,-13.900315569991418
7800,-14.608526158083958
8000,-15.087820912943087
8200,-0.3119530663664991
8400,-14.810155690857172
8600,-14.749428976964301
8800,-13.682200754742682
9000,-14.483498479209356
9200,-14.873212048704438
9400,-14.920497583690162
9600,-13.381196760866144
9800,-14.996562950271182
10000,-13.476665110530464
