step,reward
200,-14.695661
400,-14.404783
600,-15.70667
800,-15.573944
1000,-15.466276
1200,-15.659014
1400,-15.118999
1600,-15.441991
1800,-16.136818
2000,-15.420235
2200,-16.098771
2400,-14.997531
2600,-15.223544
2800,-15.375975
3000,-14.963218
3200,-14.734614
3400,-14.994048
3600,-15.502105
3800,-14.721669
4000,-16.029714
4200,-15.712759
4400,-13.450898
4600,-15.335197
4800,-14.970199
5000,-14.814403
5200,-14.827511
5400,-15.560573
5600,-15.216659
5800,-15.656296
6000,-14.502607
6200,-15.306606
6400,-15.762722
6600,-14.846264
6800,-15.89456
7000,-14.282638
7200,-16.482609
7400,-15.037716
7600,-14.711865
7800,-14.88555
8000,-14.93736
8200,-13.655337
8400,-15.4623
8600,-15.67505
8800,-14.596305
9000,-15.405167
9200,-17.210171
9400,-15.446183
9600,-14.201111
9800,-16.26096
10000,-14.782173
10200,-14.636773
