step,reward
200,-15.107711
400,-13.737759
600,-14.954422
800,-14.686911
1000,-14.956833
1200,-15.12695
1400,-14.331483
1600,-14.915089
1800,-15.070648
2000,-14.556158
2200,-14.229732
2400,-14.44934
2600,-15.032163
2800,-14.709787
3000,-14.415895
3200,-15.077533
3400,-14.690372
3600,-14.725027
3800,-14.559231
4000,-14.366862
4200,-14.720889
4400,-14.157019
4600,-14.404938
4800,-14.984917
5000,-15.014148
5200,-14.370576
5400,-14.943589
5600,-13.776688
5800,-15.238721
6000,-13.894003
6200,-14.374445
6400,-13.066587
6600,-15.493366
6800,-14.603527
7000,-13.909076
7200,-14.458255
7400,-14.584692
7600,-14.059724
7800,-14.711679
8000,-14.796696
8200,-0.314741
8400,-14.68952
8600,-14.727403
8800,-13.812328
9000,-14.388253
9200,-15.570464
9400,-15.12916
9600,-13.450433
9800,-15.077608
10000,-13.477213
10200,-14.375879
