step,reward
200,-14.705817
400,-14.054705
600,-14.682278
800,-13.735151
1000,-15.059158
1200,-15.763773
1400,-13.225698
1600,-14.615917
1800,-15.163667
2000,-14.276142
2200,-1.26934
2400,-14.566026
2600,-14.310581
2800,-13.997935
3000,-13.916082
3200,-14.456392
3400,-14.60391
3600,-15.047579
3800,-14.150159
4000,-14.951383
4200,-14.5176
4400,-13.052203
4600,-13.832206
4800,-14.672417
5000,-14.205889
5200,-13.914407
5400,-14.680134
5600,-13.009968
5800,-14.269524
6000,-13.958926
6200,-15.078324
6400,-12.940212
6600,-15.492485
6800,-14.605866
7000,-14.196141
7200,-13.263069
7400,-14.232585
7600,-14.026368
7800,-13.442798
8000,-14.426433
8200,-0.343412
8400,-15.434678
8600,-14.813344
8800,-13.689072
9000,-14.14929
9200,-14.371784
9400,-14.310861
9600,-13.369863
9800,-14.957655
10000,-13.867691
