step,reward
200,-15.097832
400,-13.909643
600,-15.352247
800,-14.869965
1000,-14.985963
1200,-15.58931
1400,-14.086354
1600,-14.406219
1800,-14.760859
2000,-14.538066
2200,-14.224218
2400,-14.299881
2600,-14.787316
2800,-14.426195
3000,-14.325577
3200,-15.526635
3400,-14.553786
3600,-14.974033
3800,-15.595827
4000,-14.27134
4200,-15.091939
4400,-14.670598
4600,-14.58961
4800,-15.460546
5000,-15.821761
5200,-14.045173
5400,-14.952028
5600,-14.253213
5800,-15.358852
6000,-13.92191
6200,-14.822983
6400,-12.914618
6600,-14.982335
6800,-14.593429
7000,-13.969791
7200,-14.203563
7400,-14.216182
7600,-14.332722
7800,-14.210859
8000,-14.677469
8200,-0.314913
8400,-14.627415
8600,-14.679558
8800,-13.433374
9000,-14.419213
9200,-14.730711
9400,-14.626603
9600,-13.285822
9800,-14.439593
10000,-13.343638
