step,reward
200,-12.166272964862703
400,-14.780823443308766
600,-16.14361734344543
800,-14.873303746835399
1000,-14.711572149133847
1200,-15.229683749159516
1400,-15.61769484837616
1600,-15.692156913591964
1800,-16.167257378048518
2000,-14.474453464204995
2200,-16.152378172023116
2400,-15.363399274060788
2600,-14.562335523882286
2800,-15.080651099712313
3000,-15.444175534127542
3200,-14.527840962787856
3400,-14.812570385333885
3600,-15.17595800072449
3800,-16.363044751713584
4000,-16.153546023814865
4200,-15.771748555295137
4400,-14.634035245819554
4600,-16.144242154226927
4800,-15.603904140175864
5000,-15.699692579370254
5200,-15.116196488392813
5400,-15.805712716777466
5600,-15.241782839477938
5800,-15.0375498105006
6000,-14.795583937412143
6200,-16.42793049784884
6400,-16.2462398116313
6600,-15.328146990558125
6800,-14.776049063600915
7000,-14.904458028320569
7200,-17.121133264889004
7400,-15.196394349866347
7600,-12.241913667308628
7800,-15.47531207381373
8000,-14.816916628536285
8200,-2.544327422466297
8400,-15.851434214560614
8600,-15.34735731479407
8800,-13.988365203565897
9000,-16.199958805704018
9200,-16.64739543524362
9400,-15.30078614224815
9600,-15.47388542559488
9800,-16.224614695669153
10000,-14.788585271598217
