step,reward
200,-13.895364
400,-13.800809
600,-15.630986
800,-15.287295
1000,-16.429921
1200,-15.128996
1400,-13.812116
1600,-14.335269
1800,-15.626924
2000,-15.496192
2200,-15.226438
2400,-14.762111
2600,-14.32611
2800,-15.274885
3000,-14.611906
3200,-15.208351
3400,-15.497302
3600,-14.309326
3800,-14.340801
4000,-13.158926
4200,-15.364321
4400,-14.203947
4600,-16.337693
4800,-15.544861
5000,-15.674459
5200,-15.933341
5400,-14.964271
5600,-15.592908
5800,-14.538361
6000,-15.533965
6200,-15.810502
6400,-15.106454
6600,-15.37046
6800,-15.978252
7000,-14.712691
7200,-17.218753
7400,-15.279316
7600,-14.785423
7800,-13.793323
8000,-15.896547
8200,-13.903158
8400,-15.996549
8600,-15.34448
8800,-13.040892
9000,-14.126924
9200,-17.385791
9400,-14.523176
9600,-14.434293
9800,-15.177127
10000,-14.473962
