step,reward
200,-14.697579
400,-14.402585
600,-15.743196
800,-15.577808
1000,-15.518275
1200,-15.580257
1400,-15.086827
1600,-15.424661
1800,-16.1123
2000,-15.515933
2200,-16.118828
2400,-15.096633
2600,-15.216224
2800,-15.388841
3000,-14.928073
3200,-14.584354
3400,-14.52779
3600,-15.123896
3800,-14.367886
4000,-15.576775
4200,-15.291336
4400,-13.39808
4600,-14.89656
4800,-14.764435
5000,-14.790286
5200,-14.714569
5400,-15.638177
5600,-15.274189
5800,-15.656456
6000,-14.675502
6200,-15.353679
6400,-15.484064
6600,-14.276519
6800,-15.440536
7000,-14.435063
7200,-15.535365
7400,-14.646985
7600,-14.404149
7800,-14.348825
8000,-14.71727
8200,-13.867123
8400,-15.007852
8600,-15.377543
8800,-14.580303
9000,-15.069754
9200,-16.952541
9400,-15.052533
9600,-13.781464
9800,-15.94317
10000,-14.634639
