step,reward
200,-12.083693
400,-14.722916
600,-15.888993
800,-15.216507
1000,-14.721105
1200,-15.279061
1400,-15.639773
1600,-16.119046
1800,-15.93089
2000,-14.641472
2200,-15.939031
2400,-15.337353
2600,-14.341786
2800,-15.139136
3000,-15.438087
3200,-14.529477
3400,-14.748829
3600,-15.286523
3800,-16.010323
4000,-15.9293
4200,-15.61871
4400,-14.594951
4600,-16.126842
4800,-15.532963
5000,-15.505437
5200,-15.019591
5400,-15.76994
5600,-15.390565
5800,-15.170787
6000,-14.954008
6200,-16.196238
6400,-16.232972
6600,-15.343578
6800,-15.08082
7000,-14.54263
7200,-17.223613
7400,-15.13
7600,-12.377886
7800,-15.389311
8000,-14.650038
8200,-2.559917
8400,-15.701317
8600,-15.21097
8800,-13.878688
9000,-16.424474
9200,-17.062723
9400,-15.372066
9600,-15.845854
9800,-16.411761
10000,-14.910456
10200,-15.265494
