step,reward
200,-14.254805
400,-12.86292
600,-14.447185
800,-15.23877
1000,-15.003221
1200,-13.826476
1400,-13.890311
1600,-14.991409
1800,-15.464701
2000,-14.644021
2200,-15.171244
2400,-13.374089
2600,-15.220205
2800,-14.954586
3000,-14.815372
3200,-13.533318
3400,-14.903315
3600,-14.709111
3800,-10.431235
4000,-14.653042
4200,-14.822155
4400,-13.550693
4600,-14.720882
4800,-13.692337
5000,-14.055967
5200,-15.136858
5400,-14.9499
5600,-14.918995
5800,-15.179995
6000,-14.392078
6200,-14.426929
6400,-14.850889
6600,-15.005056
6800,-15.226385
7000,-14.690382
7200,-15.214838
7400,-14.376287
7600,-14.287887
7800,-14.369097
8000,-14.345293
8200,-14.114731
8400,-14.636362
8600,-15.92468
8800,-13.691066
9000,-13.923127
9200,-15.218113
9400,-14.483286
9600,-14.177521
9800,-14.807499
10000,-12.863624
