step,reward
200,-14.656487
400,-13.796538
600,-15.7815
800,-15.0377
1000,-14.562899
1200,-14.691751
1400,-15.325617
1600,-14.606869
1800,-16.201487
2000,-15.092769
2200,-17.034477
2400,-15.677943
2600,-16.141175
2800,-15.655194
3000,-15.335211
3200,-15.589037
3400,-15.380342
3600,-15.836117
3800,-15.909257
4000,-16.426604
4200,-15.926763
4400,-14.867275
4600,-15.754551
4800,-16.074034
5000,-15.734291
5200,-15.893483
5400,-16.663046
5600,-14.569622
5800,-14.804688
6000,-15.58095
6200,-15.102847
6400,-13.825056
6600,-15.136425
6800,-15.184181
7000,-13.58749
7200,-16.627057
7400,-15.364579
7600,-15.25652
7800,-13.896166
8000,-15.654769
8200,-13.745892
8400,-16.046218
8600,-16.149497
8800,-14.772996
9000,-14.385503
9200,-16.317831
9400,-15.609227
9600,-14.242365
9800,-14.418794
10000,-15.103647
