step,reward
200,-14.199281
400,-13.789341
600,-14.437256
800,-14.389309
1000,-15.078617
1200,-14.560777
1400,-13.714959
1600,-14.635306
1800,-14.568552
2000,-14.780614
2200,-14.41618
2400,-14.323135
2600,-14.952829
2800,-14.777439
3000,-14.762816
3200,-14.036465
3400,-15.045933
3600,-15.54246
3800,-14.15505
4000,-13.985193
4200,-14.625123
4400,-13.781412
4600,-13.846507
4800,-15.12209
5000,-14.493722
5200,-14.769553
5400,-15.503184
5600,-13.570496
5800,-14.598959
6000,-14.414217
6200,-15.162381
6400,-13.020111
6600,-15.148105
6800,-14.790318
7000,-13.914011
7200,-13.334161
7400,-14.116415
7600,-13.124789
7800,-14.452344
8000,-15.088411
8200,-0.342565
8400,-14.974117
8600,-14.272572
8800,-13.245583
9000,-14.372674
9200,-15.206839
9400,-14.187947
9600,-13.343413
9800,-14.854862
10000,-13.680982
