step,reward
200,-14.831385498221849
400,-13.752669428587806
600,-15.147797274287965
800,-15.297202704789509
1000,-15.295784191866229
1200,-15.429323450346317
1400,-14.572794582756172
1600,-14.802515020879818
1800,-15.110081163144727
2000,-14.255765884570074
2200,-14.151953493407634
2400,-14.55118661952243
2600,-14.70218187566705
2800,-14.729063514326977
3000,-14.40711004703735
3200,-15.079187807064972
3400,-14.726845260176862
3600,-14.99215448917428
3800,-14.971229341007723
4000,-14.43348196731656
4200,-14.676108555242092
4400,-14.004751093898786
4600,-14.006363514022645
4800,-15.545110255025858
5000,-15.063281406488159
5200,-14.802752528019624
5400,-15.11420243922804
5600,-13.213334747008258
5800,-14.971916333475457
6000,-14.103785788749162
6200,-14.99163203762644
6400,-13.35756763213098
6600,-15.0827232776414
6800,-14.560516517403832
7000,-13.740930903956153
7200,-13.725713589623437
7400,-14.637255537014548
7600,-13.738802576290384
7800,-13.83472788030859
8000,-15.55587159810527
8200,-0.3119530663664991
8400,-14.7169941183018
8600,-14.74733086524328
8800,-13.533368576345461
9000,-14.587350684868934
9200,-15.547145673150016
9400,-14.304116043487195
9600,-13.109217879402854
9800,-14.480538860734748
10000,-13.59211205237326
