step,reward
200,-14.113616543561834
400,-14.768891607194108
600,-15.320792742885192
800,-14.365473323332187
1000,-14.869900258680056
1200,-15.276735197383227
1400,-15.61769484837616
1600,-16.052640442352953
1800,-16.167257378048518
2000,-14.405276042569607
2200,-16.152378172023116
2400,-15.115304414368019
2600,-15.405300534278847
2800,-14.798911196952494
3000,-15.330662042537327
3200,-14.534071587018392
3400,-14.812570385333885
3600,-15.17595800072449
3800,-16.31843425280902
4000,-16.449662688649404
4200,-14.923907890337176
4400,-14.701053960222357
4600,-16.144242154226927
4800,-16.377630934708957
5000,-15.400914414421278
5200,-15.63275190405497
5400,-15.717224458033611
5600,-15.69617771424076
5800,-15.732978302331842
6000,-14.235201476332676
6200,-15.967299192117418
6400,-16.336587871158326
6600,-15.328146990558125
6800,-15.089363900180286
7000,-14.736119712927588
7200,-17.121133264889004
7400,-15.116203255504047
7600,-13.326102130127085
7800,-15.392681350390522
8000,-15.00774805411796
8200,-12.96414070085557
8400,-15.99378643472179
8600,-15.110235007292843
8800,-14.29026588949204
9000,-16.191959140323014
9200,-16.64739543524362
9400,-15.284791859003128
9600,-15.78497936464915
9800,-16.253424242352835
10000,-15.13084048395825
