step,reward
200,-14.906946
400,-13.61471
600,-15.069903
800,-14.477477
1000,-14.786709
1200,-15.025163
1400,-14.331464
1600,-15.071337
1800,-15.124702
2000,-13.841141
2200,-13.972877
2400,-14.525121
2600,-15.65538
2800,-15.134902
3000,-15.80847
3200,-15.403743
3400,-14.967999
3600,-15.036407
3800,-15.121036
4000,-15.30955
4200,-15.21259
4400,-14.91568
4600,-14.37831
4800,-15.152877
5000,-15.394874
5200,-15.901077
5400,-15.594913
5600,-13.500797
5800,-14.668335
6000,-14.259452
6200,-13.496144
6400,-13.776246
6600,-15.409894
6800,-14.659808
7000,-13.719424
7200,-15.189997
7400,-14.979058
7600,-13.695483
7800,-13.203426
8000,-14.457892
8200,-0.342588
8400,-15.010923
8600,-14.640845
8800,-14.287914
9000,-13.483187
9200,-15.871324
9400,-15.132232
9600,-12.759898
9800,-14.459915
10000,-13.527749
