step,reward
200,-14.364238
400,-13.999209
600,-14.827223
800,-14.818475
1000,-14.535464
1200,-15.014495
1400,-14.477787
1600,-14.567086
1800,-14.804597
2000,-14.827264
2200,-14.436678
2400,-14.872147
2600,-15.32464
2800,-14.895108
3000,-14.931495
3200,-14.233594
3400,-14.851851
3600,-14.999566
3800,-14.460411
4000,-14.807548
4200,-14.671587
4400,-13.994438
4600,-14.914488
4800,-14.688522
5000,-14.675889
5200,-15.006259
5400,-15.285118
5600,-14.548806
5800,-14.416888
6000,-14.182393
6200,-14.875519
6400,-14.244875
6600,-14.308793
6800,-14.969073
7000,-14.255375
7200,-15.137523
7400,-14.865176
7600,-13.027648
7800,-12.880316
8000,-14.524871
8200,-13.623914
8400,-14.834996
8600,-14.860839
8800,-14.194387
9000,-14.146414
9200,-15.192505
9400,-14.724898
9600,-14.201309
9800,-15.518703
10000,-13.470841
