step,reward
200,-11.598516389976972
400,-14.504059070529586
600,-16.645136116767958
800,-14.872994102570917
1000,-16.737843119100987
1200,-15.981992877305958
1400,-17.87475762169866
1600,-17.226287583795738
1800,-17.725442462052897
2000,-14.474453464204995
2200,-19.384283127403524
2400,-16.91021957901594
2600,-16.88405286979463
2800,-15.080429860092313
3000,-17.493050077709604
3200,-15.526422912435473
3400,-14.812570385333885
3600,-17.592759498866076
3800,-17.135680039570882
4000,-19.737172896945612
4200,-17.789882592652926
4400,-15.135554019142225
4600,-18.15057815296051
4800,-17.380733706676114
5000,-16.96601303726601
5200,-16.39676943098495
5400,-17.791320906542957
5600,-15.492509919154037
5800,-16.011998083820078
6000,-15.688171849319081
6200,-17.43109849568306
6400,-18.252508939765423
6600,-17.881463246127044
6800,-14.777313984116034
7000,-15.669284327694639
7200,-19.37826126362259
7400,-16.11930602747121
7600,-12.241913667308628
7800,-15.477745823813729
8000,-14.816916628536285
8200,-2.5437344489261426
8400,-17.857704986527747
8600,-16.852109313527667
8800,-13.988365203565897
9000,-18.220317253369384
9200,-18.961511926655838
9400,-16.33061904515281
9600,-17.42706475355964
9800,-17.105333657897987
10000,-14.788585271598217
