step,reward
200,-13.712409
400,-14.409819
600,-15.87088
800,-15.34778
1000,-15.794644
1200,-14.968165
1400,-15.125322
1600,-15.408264
1800,-15.785274
2000,-15.263256
2200,-14.883134
2400,-14.851854
2600,-15.20086
2800,-15.184981
3000,-15.341321
3200,-14.681407
3400,-15.049199
3600,-15.098721
3800,-14.507747
4000,-15.34163
4200,-14.158851
4400,-13.311481
4600,-14.848496
4800,-15.197031
5000,-15.169144
5200,-15.447165
5400,-15.864132
5600,-15.341016
5800,-15.400603
6000,-15.392482
6200,-16.041194
6400,-16.147181
6600,-15.951403
6800,-15.883034
7000,-14.028773
7200,-17.718723
7400,-15.558786
7600,-14.937899
7800,-14.746873
8000,-15.501241
8200,-12.99343
8400,-16.16067
8600,-16.519317
8800,-14.89725
9000,-15.172083
9200,-17.22196
9400,-15.844311
9600,-14.955665
9800,-15.415265
10000,-14.843504
