step,reward
200,-14.520788
400,-13.937135
600,-15.114137
800,-14.8774
1000,-14.610983
1200,-15.395026
1400,-14.245613
1600,-14.516335
1800,-15.120297
2000,-14.574969
2200,-14.617869
2400,-14.387424
2600,-15.23713
2800,-14.608091
3000,-14.74363
3200,-14.342226
3400,-14.839106
3600,-15.20477
3800,-14.753695
4000,-15.475103
4200,-14.863978
4400,-14.104162
4600,-14.759639
4800,-16.121958
5000,-15.216114
5200,-17.199981
5400,-14.822718
5600,-14.070198
5800,-14.710722
6000,-14.436066
6200,-15.28789
6400,-13.429181
6600,-14.56021
6800,-15.249234
7000,-13.486542
7200,-14.58907
7400,-14.232782
7600,-14.65692
7800,-14.213512
8000,-13.848069
8200,-13.808486
8400,-14.858404
8600,-14.693103
8800,-13.345137
9000,-14.200081
9200,-16.190562
9400,-14.390324
9600,-13.774136
9800,-15.235064
10000,-13.629461
