step,reward
200,-13.079887
400,-14.218456
600,-15.50494
800,-14.883477
1000,-14.972822
1200,-15.297722
1400,-14.235097
1600,-13.954025
1800,-15.465715
2000,-14.876107
2200,-15.904887
2400,-14.616636
2600,-14.383323
2800,-15.167547
3000,-14.337218
3200,-14.135188
3400,-15.787698
3600,-15.228099
3800,-13.300838
4000,-14.581286
4200,-15.221689
4400,-13.692162
4600,-15.048934
4800,-14.619981
5000,-15.192648
5200,-14.05048
5400,-15.658521
5600,-14.574477
5800,-14.290593
6000,-14.533355
6200,-15.329996
6400,-12.213995
6600,-8.195441
6800,-15.553028
7000,-13.98934
7200,-14.556391
7400,-15.408785
7600,-13.461034
7800,-13.32385
8000,-14.141495
8200,-0.314898
8400,-15.103143
8600,-14.660375
8800,-13.670378
9000,-14.456063
9200,-14.866455
9400,-14.398312
9600,-13.985159
9800,-14.787596
10000,-14.721275
