step,reward
200,-13.486193
400,-12.195605
600,-6.264372
800,-14.445911
1000,-13.250195
1200,-13.861355
1400,-13.47773
1600,-14.099098
1800,-14.289641
2000,-13.15871
2200,-12.952514
2400,-13.838101
2600,-14.205915
2800,-13.464982
3000,-13.347627
3200,-13.162155
3400,-13.242109
3600,-13.798764
3800,-13.224148
4000,-14.138834
4200,-13.9315
4400,-13.424202
4600,-14.778674
4800,-13.648999
5000,-14.282306
5200,-12.966144
5400,-13.533051
5600,-13.658482
5800,-13.437942
6000,-13.014348
6200,-13.914349
6400,-14.3083
6600,-13.456596
6800,-13.292762
7000,-14.166857
7200,-14.24059
7400,-14.092097
7600,-13.278506
7800,-13.714069
8000,-13.857728
8200,-14.18491
8400,-13.999151
8600,-3.694943
8800,-14.856259
9000,-15.188164
9200,-12.986807
9400,-4.056878
9600,-15.516233
9800,-13.797607
10000,-13.675699
