step,reward
200,-13.472256
400,-12.245278
600,-6.262327
800,-15.283612
1000,-14.190905
1200,-13.703973
1400,-13.236506
1600,-14.005876
1800,-14.16421
2000,-13.160971
2200,-12.966457
2400,-13.878138
2600,-13.86674
2800,-13.499298
3000,-13.077133
3200,-13.160774
3400,-13.334324
3600,-13.842547
3800,-13.710534
4000,-14.078406
4200,-14.062844
4400,-13.410622
4600,-14.908056
4800,-13.703739
5000,-14.613346
5200,-12.958533
5400,-13.387472
5600,-13.703755
5800,-13.357185
6000,-13.027808
6200,-14.001485
6400,-14.506547
6600,-13.350539
6800,-13.27505
7000,-13.864129
7200,-14.425716
7400,-14.512839
7600,-13.223686
7800,-13.857397
8000,-13.661501
8200,-14.558696
8400,-14.081152
8600,-3.627687
8800,-13.988348
9000,-15.291982
9200,-12.77128
9400,-3.363378
9600,-16.646771
9800,-13.386215
10000,-10.615122
