step,reward
200,-13.594065
400,-11.9454
600,-6.39753
800,-14.211507
1000,-13.253272
1200,-13.721161
1400,-13.5819
1600,-14.190008
1800,-14.065801
2000,-13.229052
2200,-12.979795
2400,-13.824449
2600,-14.369378
2800,-13.502067
3000,-13.18282
3200,-13.2708
3400,-13.144906
3600,-13.833028
3800,-13.40201
4000,-14.082099
4200,-14.166229
4400,-13.276903
4600,-15.396225
4800,-14.086741
5000,-14.972894
5200,-13.015943
5400,-13.736587
5600,-14.08825
5800,-12.723039
6000,-13.17437
6200,-13.810576
6400,-14.398895
6600,-13.500548
6800,-13.470054
7000,-13.860487
7200,-14.980824
7400,-15.22467
7600,-13.337415
7800,-13.84905
8000,-13.76972
8200,-14.774809
8400,-13.971368
8600,-3.56193
8800,-14.970518
9000,-15.30162
9200,-12.984732
9400,-11.502886
9600,-15.284095
9800,-14.180672
10000,-14.075805
