step,reward
200,-13.981843
400,-14.120851
600,-15.763273
800,-14.293829
1000,-15.539516
1200,-15.433586
1400,-14.161449
1600,-14.446313
1800,-14.543355
2000,-14.917951
2200,-14.5228
2400,-14.090192
2600,-15.581679
2800,-14.859581
3000,-14.374022
3200,-14.341332
3400,-14.522836
3600,-15.907624
3800,-14.653186
4000,-15.68814
4200,-15.686995
4400,-14.185476
4600,-15.08484
4800,-15.939667
5000,-15.488117
5200,-15.513593
5400,-15.562746
5600,-13.818796
5800,-14.560143
6000,-15.000794
6200,-15.928336
6400,-14.005476
6600,-15.176304
6800,-15.05909
7000,-14.762429
7200,-15.861524
7400,-15.006512
7600,-14.667313
7800,-14.06684
8000,-15.192416
8200,-14.113743
8400,-14.166915
8600,-14.41512
8800,-14.133842
9000,-14.115213
9200,-15.479442
9400,-14.641704
9600,-13.741661
9800,-15.49394
10000,-14.215095
