step,reward
200,-11.993818
400,-14.652373
600,-14.9522
800,-14.863282
1000,-14.247563
1200,-14.868133
1400,-14.713428
1600,-15.107299
1800,-14.912491
2000,-14.726043
2200,-14.923165
2400,-14.797407
2600,-15.098335
2800,-14.589259
3000,-14.86929
3200,-14.214257
3400,-14.582353
3600,-14.750312
3800,-15.488541
4000,-15.14599
4200,-15.255587
4400,-14.596971
4600,-16.276926
4800,-15.849293
5000,-15.061756
5200,-14.727145
5400,-15.441348
5600,-14.833976
5800,-15.374176
6000,-14.961719
6200,-15.500209
6400,-14.739707
6600,-14.190506
6800,-14.7895
7000,-14.535789
7200,-15.720522
7400,-14.433644
7600,-13.702487
7800,-14.415406
8000,-14.37653
8200,-8.542603
8400,-14.744421
8600,-14.204743
8800,-13.999782
9000,-15.210372
9200,-15.305284
9400,-14.707271
9600,-14.67867
9800,-15.036105
10000,-14.667368
