step,reward
200,-16.688402
400,-13.946168
600,-15.970915
800,-15.300873
1000,-15.772416
1200,-15.664802
1400,-14.455559
1600,-14.314511
1800,-17.294379
2000,-15.280835
2200,-14.309298
2400,-14.331319
2600,-17.346226
2800,-15.157226
3000,-16.328477
3200,-14.806222
3400,-18.884851
3600,-18.479442
3800,-14.173467
4000,-16.188536
4200,-14.34267
4400,-14.272887
4600,-14.630017
4800,-15.462336
5000,-14.310988
5200,-16.332731
5400,-14.503619
5600,-13.940055
5800,-14.648477
6000,-14.071841
6200,-15.562161
6400,-14.347615
6600,-14.616782
6800,-14.854313
7000,-14.631425
7200,-18.13811
7400,-14.650565
7600,-14.705666
7800,-13.974415
8000,-17.211364
8200,-14.186281
8400,-14.592517
8600,-16.618638
8800,-12.824392
9000,-14.151669
9200,-16.684062
9400,-14.846881
9600,-13.825865
9800,-15.194631
10000,-13.984323
