step,reward
200,-14.955875
400,-13.981262
600,-14.927599
800,-14.246347
1000,-15.046771
1200,-15.559802
1400,-14.122195
1600,-14.062741
1800,-15.485288
2000,-14.47336
2200,-14.101116
2400,-14.323091
2600,-15.29094
2800,-14.47266
3000,-15.019987
3200,-13.72382
3400,-14.591664
3600,-15.130239
3800,-14.011106
4000,-14.456419
4200,-14.845727
4400,-13.943641
4600,-13.920912
4800,-14.936925
5000,-14.417613
5200,-14.745245
5400,-15.094369
5600,-13.922241
5800,-14.164289
6000,-14.134251
6200,-14.266356
6400,-13.627047
6600,-14.936589
6800,-14.80455
7000,-13.793506
7200,-13.916713
7400,-14.855003
7600,-13.585685
7800,-14.188147
8000,-14.640042
8200,-0.343572
8400,-15.476796
8600,-14.645234
8800,-12.647668
9000,-14.284661
9200,-14.267562
9400,-14.597779
9600,-13.24643
9800,-15.398723
10000,-13.687042
