step,reward
200,-14.281332
400,-13.596621
600,-14.955109
800,-14.624685
1000,-14.874279
1200,-16.714458
1400,-15.584133
1600,-16.405664
1800,-17.673384
2000,-15.137664
2200,-16.361397
2400,-17.482259
2600,-18.799069
2800,-18.098485
3000,-16.770091
3200,-16.399754
3400,-14.882061
3600,-15.430629
3800,-14.537196
4000,-15.990141
4200,-15.989614
4400,-15.033927
4600,-15.654322
4800,-15.879084
5000,-18.147282
5200,-18.36199
5400,-17.892606
5600,-13.699159
5800,-15.301947
6000,-13.838112
6200,-15.213708
6400,-13.053999
6600,-15.06226
6800,-14.474225
7000,-14.115551
7200,-13.661145
7400,-13.724593
7600,-14.255103
7800,-14.031107
8000,-14.648365
8200,-0.314977
8400,-14.466015
8600,-14.676659
8800,-13.561341
9000,-14.199486
9200,-15.015678
9400,-14.726959
9600,-13.535097
9800,-14.959514
10000,-13.280726
