step,reward
200,-15.094093
400,-14.226558
600,-15.590946
800,-15.937136
1000,-16.006659
1200,-15.485793
1400,-15.349883
1600,-14.642733
1800,-15.908532
2000,-15.201802
2200,-16.018099
2400,-15.126181
2600,-13.878846
2800,-15.871006
3000,-13.983825
3200,-15.614947
3400,-15.653433
3600,-14.499824
3800,-13.78
4000,-14.568349
4200,-14.97041
4400,-14.213104
4600,-15.609282
4800,-14.879982
5000,-14.862344
5200,-15.902779
5400,-13.924868
5600,-15.592639
5800,-14.139331
6000,-15.25635
6200,-15.169284
6400,-15.154453
6600,-15.451359
6800,-15.450175
7000,-14.432637
7200,-17.286588
7400,-14.647102
7600,-13.975749
7800,-14.425071
8000,-15.330085
8200,-13.881669
8400,-15.616989
8600,-14.663757
8800,-13.562225
9000,-15.734777
9200,-17.327091
9400,-14.131678
9600,-14.735813
9800,-15.024791
10000,-14.37078
10200,-14.758394
