step,reward
200,-14.784666
400,-14.455546
600,-15.166802
800,-14.932199
1000,-14.653617
1200,-15.32096
1400,-14.686274
1600,-15.174473
1800,-15.310813
2000,-15.297027
2200,-15.15476
2400,-14.451963
2600,-14.68943
2800,-14.807729
3000,-14.54428
3200,-14.121621
3400,-15.109429
3600,-14.254268
3800,-15.159825
4000,-14.887422
4200,-14.264261
4400,-13.68562
4600,-15.285072
4800,-15.220124
5000,-14.470307
5200,-15.455841
5400,-15.75697
5600,-15.213173
5800,-15.35508
6000,-14.520196
6200,-15.664186
6400,-15.365897
6600,-14.489167
6800,-15.606845
7000,-14.647849
7200,-16.904335
7400,-14.301476
7600,-14.562546
7800,-15.462202
8000,-15.396848
8200,-13.818125
8400,-14.981608
8600,-14.095249
8800,-14.016413
9000,-14.181275
9200,-16.927633
9400,-14.512304
9600,-14.734206
9800,-14.522057
10000,-14.332691
