step,reward
200,-14.037824
400,-15.00851
600,-15.4797
800,-14.837665
1000,-14.945608
1200,-15.134492
1400,-14.761745
1600,-15.374288
1800,-14.677956
2000,-14.412677
2200,-15.295625
2400,-14.750576
2600,-14.486558
2800,-14.175582
3000,-14.302189
3200,-14.611437
3400,-14.659224
3600,-15.282609
3800,-16.391419
4000,-15.859613
4200,-15.394669
4400,-15.196321
4600,-16.916962
4800,-17.340281
5000,-15.800846
5200,-15.09619
5400,-15.656478
5600,-15.821283
5800,-15.971505
6000,-14.50593
6200,-15.59935
6400,-16.020761
6600,-14.268071
6800,-15.061821
7000,-14.79276
7200,-16.324476
7400,-14.442305
7600,-12.740047
7800,-15.027298
8000,-14.447798
8200,-13.672569
8400,-14.79929
8600,-14.111832
8800,-14.275416
9000,-15.092938
9200,-16.684396
9400,-15.561717
9600,-15.622702
9800,-16.085587
10000,-15.910998
