step,reward
200,-14.26753252448492
400,-14.150766564875584
600,-15.216824346020896
800,-15.145089352720056
1000,-14.736437608398727
1200,-15.009957863730557
1400,-15.094662647488976
1600,-15.544795285285526
1800,-15.32207781983554
2000,-14.98500672063348
2200,-15.32551542504983
2400,-14.759647920987694
2600,-15.804778079949076
2800,-15.004202660856986
3000,-14.126879207906654
3200,-14.195057223428861
3400,-14.948360425396219
3600,-15.371056806804386
3800,-15.311578603842872
4000,-15.627636305112608
4200,-14.986014344759777
4400,-14.23472177373016
4600,-14.80569580745484
4800,-15.305239269348988
5000,-15.452776279942743
5200,-15.096602508055522
5400,-15.251369307801653
5600,-13.633945405123002
5800,-14.806009679662406
6000,-14.69276586405746
6200,-15.748235404164461
6400,-14.218778527731475
6600,-15.507484147491425
6800,-15.146093376075294
7000,-14.02924904531579
7200,-15.570446866774782
7400,-14.609933152810592
7600,-14.337584926724356
7800,-13.520847517963778
8000,-16.76555192597881
8200,-14.10645932111149
8400,-14.741582709735262
8600,-15.170908440529193
8800,-13.725191886367966
9000,-14.675822736424601
9200,-16.40592410241736
9400,-14.85445334636814
9600,-14.195804855444353
9800,-15.380216655611783
10000,-14.581505589258075
