step,reward
200,-14.220812
400,-13.596075
600,-15.215074
800,-14.624156
1000,-14.675586
1200,-14.257578
1400,-14.046528
1600,-14.326515
1800,-14.857212
2000,-15.400508
2200,-14.845718
2400,-14.18923
2600,-15.917987
2800,-15.463959
3000,-13.565989
3200,-13.667689
3400,-15.624819
3600,-16.269612
3800,-15.549777
4000,-15.958139
4200,-14.702064
4400,-13.990614
4600,-14.828542
4800,-16.313223
5000,-15.262081
5200,-16.535163
5400,-16.700217
5600,-14.538906
5800,-14.435822
6000,-15.261609
6200,-15.104896
6400,-12.470779
6600,-15.169965
6800,-14.735381
7000,-14.375836
7200,-16.701384
7400,-15.508205
7600,-13.156627
7800,-15.456417
8000,-16.390542
8200,-14.709997
8400,-14.554909
8600,-14.78079
8800,-13.721017
9000,-14.038444
9200,-17.208731
9400,-14.781747
9600,-14.041004
9800,-15.888332
10000,-14.590418
