step,reward
200,-14.942083
400,-13.777432
600,-14.994445
800,-15.486176
1000,-15.429268
1200,-15.201613
1400,-14.334651
1600,-14.886734
1800,-15.094354
2000,-14.375192
2200,-14.050701
2400,-14.479463
2600,-14.770976
2800,-14.850825
3000,-14.410024
3200,-15.103432
3400,-14.608285
3600,-14.872382
3800,-14.664512
4000,-14.375868
4200,-14.586431
4400,-13.921913
4600,-14.046296
4800,-15.47465
5000,-14.627496
5200,-14.518516
5400,-15.510049
5600,-13.219676
5800,-15.065136
6000,-14.101932
6200,-14.73268
6400,-13.318654
6600,-14.411537
6800,-14.357449
7000,-13.695128
7200,-13.426818
7400,-14.158768
7600,-13.787692
7800,-13.575927
8000,-15.219508
8200,-0.315902
8400,-14.570023
8600,-14.715696
8800,-13.479481
9000,-14.44773
9200,-14.702785
9400,-14.275644
9600,-13.549674
9800,-14.568819
10000,-13.449629
