step,reward
200,-14.766635
400,-14.47086
600,-15.920763
800,-15.568855
1000,-15.705906
1200,-15.328245
1400,-14.326032
1600,-15.11737
1800,-15.148398
2000,-14.911893
2200,-15.351731
2400,-14.44429
2600,-14.304062
2800,-14.803661
3000,-14.435703
3200,-14.943907
3400,-15.228239
3600,-14.965984
3800,-14.671393
4000,-15.353032
4200,-15.218943
4400,-14.302149
4600,-16.411448
4800,-15.861167
5000,-15.239053
5200,-15.587498
5400,-15.284463
5600,-15.478732
5800,-15.530572
6000,-14.909309
6200,-15.813456
6400,-15.399145
6600,-14.948234
6800,-16.045336
7000,-14.652416
7200,-17.483502
7400,-14.417095
7600,-14.905066
7800,-14.740885
8000,-14.912831
8200,-13.899671
8400,-14.60591
8600,-14.762711
8800,-14.026011
9000,-14.095582
9200,-15.556254
9400,-14.914924
9600,-14.763302
9800,-14.811201
10000,-14.471437
