step,reward
200,-14.900543
400,-13.697755
600,-15.279165
800,-14.372928
1000,-15.171603
1200,-15.534187
1400,-14.121111
1600,-14.483367
1800,-14.527003
2000,-14.106145
2200,-13.751339
2400,-14.197757
2600,-14.747151
2800,-14.219061
3000,-15.054724
3200,-15.250355
3400,-14.754766
3600,-14.781116
3800,-15.183656
4000,-14.425564
4200,-14.626797
4400,-14.723071
4600,-14.246097
4800,-14.930318
5000,-15.45392
5200,-14.132227
5400,-14.871787
5600,-13.107177
5800,-14.444625
6000,-14.212547
6200,-14.902517
6400,-12.861015
6600,-15.234974
6800,-14.774775
7000,-13.940997
7200,-14.361021
7400,-14.445778
7600,-14.609485
7800,-13.216326
8000,-14.286167
8200,-0.344589
8400,-15.191177
8600,-14.477188
8800,-12.676729
9000,-13.736195
9200,-15.222393
9400,-14.332057
9600,-12.509301
9800,-14.74959
10000,-13.673661
