step,reward
200,-14.398741
400,-14.23808
600,-15.155455
800,-14.075146
1000,-14.856689
1200,-14.8418
1400,-14.029409
1600,-13.955072
1800,-14.063774
2000,-14.461072
2200,-14.389573
2400,-13.816143
2600,-15.253825
2800,-14.835677
3000,-14.575029
3200,-13.318855
3400,-15.090108
3600,-15.63299
3800,-14.117778
4000,-14.414528
4200,-14.248404
4400,-12.949132
4600,-14.833707
4800,-15.84348
5000,-14.836393
5200,-14.525808
5400,-16.057601
5600,-14.249789
5800,-14.599848
6000,-14.705972
6200,-14.841162
6400,-12.984606
6600,-14.469228
6800,-14.765602
7000,-14.839537
7200,-15.66299
7400,-14.422841
7600,-13.867002
7800,-14.857316
8000,-15.139083
8200,-14.038107
8400,-14.636352
8600,-14.130527
8800,-14.075458
9000,-13.560897
9200,-16.633664
9400,-13.61183
9600,-13.080148
9800,-15.43198
10000,-13.910472
