step,reward
200,-13.899833
400,-14.12048
600,-15.730113
800,-14.540715
1000,-15.337199
1200,-15.950745
1400,-14.282579
1600,-13.955937
1800,-14.944004
2000,-15.512831
2200,-16.046599
2400,-14.599893
2600,-14.953406
2800,-14.778777
3000,-14.271568
3200,-14.404332
3400,-14.114553
3600,-14.392943
3800,-14.753606
4000,-13.607797
4200,-16.223075
4400,-14.093756
4600,-15.116388
4800,-14.649828
5000,-15.098603
5200,-13.448243
5400,-15.341699
5600,-13.121102
5800,-14.544703
6000,-14.313732
6200,-15.408352
6400,-12.921491
6600,-14.405965
6800,-16.211726
7000,-14.086674
7200,-15.274571
7400,-14.596728
7600,-14.093742
7800,-14.93995
8000,-14.585108
8200,-13.151133
8400,-15.173327
8600,-15.101748
8800,-14.774942
9000,-14.352086
9200,-15.704503
9400,-14.633243
9600,-14.521523
9800,-15.681239
10000,-13.781563
