step,reward
200,-11.952894
400,-14.792886
600,-16.358159
800,-15.559384
1000,-14.61307
1200,-15.300058
1400,-14.875534
1600,-14.440531
1800,-14.807903
2000,-14.735806
2200,-15.329819
2400,-14.797303
2600,-13.653576
2800,-14.493985
3000,-14.606039
3200,-14.859843
3400,-15.159484
3600,-14.956559
3800,-17.046279
4000,-16.10533
4200,-16.266117
4400,-15.201551
4600,-16.897388
4800,-16.371926
5000,-15.867872
5200,-14.622459
5400,-16.399962
5600,-15.608134
5800,-15.726482
6000,-14.764358
6200,-16.457559
6400,-16.418792
6600,-14.368518
6800,-14.960281
7000,-15.046816
7200,-17.240504
7400,-14.899081
7600,-11.491848
7800,-15.924004
8000,-14.972503
8200,-2.557708
8400,-15.480975
8600,-14.634302
8800,-13.178963
9000,-15.935943
9200,-16.015534
9400,-14.706165
9600,-14.828259
9800,-15.336785
10000,-14.55838
