step,reward
200,-14.378497
400,-13.86544
600,-15.035797
800,-14.544566
1000,-14.968332
1200,-15.520966
1400,-13.596146
1600,-13.808907
1800,-15.353998
2000,-14.519864
2200,-13.822494
2400,-14.195486
2600,-14.434969
2800,-14.483096
3000,-15.078141
3200,-14.64765
3400,-14.466483
3600,-14.567275
3800,-14.579704
4000,-14.158128
4200,-15.12328
4400,-14.038501
4600,-14.074707
4800,-14.878781
5000,-15.438895
5200,-14.232319
5400,-14.884071
5600,-12.580126
5800,-14.300861
6000,-14.650594
6200,-15.207514
6400,-12.4274
6600,-14.361978
6800,-14.913592
7000,-14.157016
7200,-13.525959
7400,-14.653006
7600,-13.541997
7800,-13.759159
8000,-14.611563
8200,-0.343348
8400,-15.406279
8600,-14.739445
8800,-13.272313
9000,-13.360492
9200,-15.073127
9400,-14.392003
9600,-13.208108
9800,-15.374591
10000,-13.823198
