step,reward
200,-14.575867
400,-13.964591
600,-15.536446
800,-15.698891
1000,-14.845708
1200,-15.347856
1400,-14.463736
1600,-16.700369
1800,-17.805083
2000,-14.516177
2200,-14.749528
2400,-14.485179
2600,-15.377054
2800,-14.768912
3000,-14.903488
3200,-14.390933
3400,-14.161503
3600,-14.877851
3800,-14.632108
4000,-15.529291
4200,-14.499865
4400,-13.984388
4600,-14.514893
4800,-16.019917
5000,-14.932431
5200,-16.292996
5400,-17.379287
5600,-14.27172
5800,-15.020625
6000,-14.317926
6200,-15.482715
6400,-13.591103
6600,-15.349992
6800,-15.138141
7000,-13.762299
7200,-15.185634
7400,-14.181552
7600,-14.700392
7800,-14.396486
8000,-13.86163
8200,-14.100213
8400,-14.647457
8600,-14.560999
8800,-13.706739
9000,-14.489093
9200,-16.512343
9400,-15.846118
9600,-13.571579
9800,-15.324115
10000,-13.5876
