step,reward
200,-13.984576
400,-14.797916
600,-15.166503
800,-14.605362
1000,-14.761759
1200,-15.159516
1400,-15.639773
1600,-16.458364
1800,-15.93089
2000,-14.484536
2200,-15.952793
2400,-14.932152
2600,-15.210481
2800,-14.901297
3000,-15.195258
3200,-14.589474
3400,-14.770107
3600,-15.284895
3800,-16.0099
4000,-16.1787
4200,-14.896101
4400,-14.741096
4600,-16.259962
4800,-16.236615
5000,-15.152838
5200,-15.572551
5400,-15.86376
5600,-15.878892
5800,-15.929849
6000,-14.36811
6200,-15.651938
6400,-16.271423
6600,-15.364846
6800,-15.561112
7000,-14.523043
7200,-17.414061
7400,-15.038988
7600,-13.470347
7800,-15.356647
8000,-14.822028
8200,-13.21424
8400,-15.784729
8600,-14.868122
8800,-14.363201
9000,-16.372751
9200,-16.939776
9400,-15.430252
9600,-15.679676
9800,-16.474428
10000,-15.118912
10200,-15.248533
