step,reward
200,-13.138717324007898
400,-14.479640362836188
600,-16.21771102472054
800,-15.868131859820203
1000,-15.686050229437042
1200,-15.98057193424316
1400,-15.0330383743775
1600,-15.609531536741342
1800,-15.948456513140428
2000,-14.896638218370006
2200,-15.27296376658378
2400,-15.691944939292135
2600,-15.387341913250943
2800,-15.11656612673722
3000,-14.745346878374901
3200,-14.214859982472547
3400,-14.075658489128477
3600,-14.714792844398191
3800,-14.438642274076729
4000,-16.194937421404664
4200,-15.561104760932187
4400,-14.787138392574752
4600,-15.035340356095741
4800,-15.87566071095132
5000,-14.861754162829646
5200,-15.271233793300109
5400,-15.93857004459777
5600,-15.569971917357169
5800,-15.718689405137587
6000,-14.739559652347582
6200,-15.587664017026816
6400,-15.927852622865872
6600,-15.461495896712547
6800,-15.39284775500926
7000,-14.292441829764332
7200,-15.239562541197065
7400,-15.144970601040999
7600,-13.813084354173116
7800,-15.67196323300609
8000,-15.675672204518191
8200,-12.270019737564134
8400,-14.44369110533946
8600,-15.297493963003859
8800,-14.406527678538824
9000,-15.420655810017594
9200,-16.457903352815766
9400,-14.858211012351298
9600,-14.114962488287874
9800,-15.473793433630348
10000,-15.053921900635402
