step,reward
200,-15.071638
400,-14.030397
600,-15.200729
800,-15.263784
1000,-15.551805
1200,-15.358998
1400,-14.394948
1600,-14.291162
1800,-14.867966
2000,-14.759272
2200,-14.600041
2400,-14.936675
2600,-14.659397
2800,-14.674924
3000,-13.958272
3200,-14.277363
3400,-15.623697
3600,-14.82956
3800,-14.801104
4000,-14.519247
4200,-14.700569
4400,-14.993582
4600,-15.791273
4800,-15.841061
5000,-15.397668
5200,-14.582856
5400,-16.004504
5600,-14.585061
5800,-14.958348
6000,-14.926903
6200,-15.493292
6400,-13.958148
6600,-15.630009
6800,-15.661841
7000,-13.755143
7200,-14.768799
7400,-14.711788
7600,-13.952133
7800,-13.730046
8000,-14.010875
8200,-14.418844
8400,-14.702992
8600,-14.794031
8800,-13.901266
9000,-14.647751
9200,-15.563949
9400,-14.777253
9600,-13.602271
9800,-15.189655
10000,-13.006081
