step,reward
200,-14.278371108674937
400,-12.651710333747149
600,-15.061827575239224
800,-15.287527914828283
1000,-14.931933094003082
1200,-13.165100722768175
1400,-14.034662802988091
1600,-15.029547964749485
1800,-15.615054271011086
2000,-14.795055576192958
2200,-15.274061174234713
2400,-13.497436575607072
2600,-15.262172664762113
2800,-14.941133879806848
3000,-14.894164232940392
3200,-13.619758210009541
3400,-14.999443842965936
3600,-14.764725691709863
3800,-10.38265642886646
4000,-14.786203877836261
4200,-14.89139585690961
4400,-13.520217618963528
4600,-14.686175315409168
4800,-14.381160987438092
5000,-14.32826281659681
5200,-15.257608679528056
5400,-14.716813510282844
5600,-14.953280939731327
5800,-14.619082840241663
6000,-14.616874741245436
6200,-14.613821751507583
6400,-14.629925251387139
6600,-15.1119240060959
6800,-15.496007724178583
7000,-14.674478304089213
7200,-16.194605213998795
7400,-14.49764784787234
7600,-13.94669116472664
7800,-14.356756028138587
8000,-14.675485156202305
8200,-14.122504549242102
8400,-14.693110182584919
8600,-15.758010836564377
8800,-13.86314003506941
9000,-14.26811626678441
9200,-15.430361522533557
9400,-14.49594066320377
9600,-14.139346802011362
9800,-15.164795244416137
10000,-12.948399607371622
