step,reward
200,-13.976832
400,-14.083421
600,-15.138601
800,-14.177332
1000,-14.851691
1200,-15.002396
1400,-14.419983
1600,-14.364364
1800,-14.674549
2000,-15.417295
2200,-15.094959
2400,-14.135218
2600,-15.594955
2800,-15.049224
3000,-14.565988
3200,-13.744573
3400,-14.496331
3600,-15.032165
3800,-14.355587
4000,-15.188699
4200,-14.89537
4400,-13.86391
4600,-14.830295
4800,-15.143925
5000,-14.569569
5200,-14.890105
5400,-14.999336
5600,-13.815903
5800,-14.190177
6000,-15.107219
6200,-15.863457
6400,-13.989644
6600,-15.032274
6800,-14.724587
7000,-14.306267
7200,-14.463048
7400,-14.892289
7600,-14.385809
7800,-13.574813
8000,-14.623559
8200,-14.344079
8400,-14.313032
8600,-14.20495
8800,-13.870831
9000,-14.015651
9200,-16.719823
9400,-14.94394
9600,-13.582391
9800,-16.003858
10000,-14.405695
