step,reward
200,-14.484644
400,-13.752043
600,-15.156642
800,-14.149516
1000,-14.893214
1200,-14.228423
1400,-15.147188
1600,-15.018104
1800,-10.078058
2000,-15.092334
2200,-14.59351
2400,-14.284866
2600,-15.587281
2800,-15.383139
3000,-15.341364
3200,-13.939962
3400,-15.305095
3600,-16.1213
3800,-14.323417
4000,-15.161825
4200,-14.592788
4400,-14.322841
4600,-15.789157
4800,-16.078652
5000,-15.03156
5200,-16.223403
5400,-16.431355
5600,-14.709713
5800,-14.465197
6000,-14.404651
6200,-15.294049
6400,-13.681098
6600,-15.664917
6800,-14.68519
7000,-14.526737
7200,-15.968737
7400,-15.09006
7600,-14.013012
7800,-15.572617
8000,-16.271482
8200,-14.102531
8400,-14.762175
8600,-14.34002
8800,-14.497216
9000,-13.801082
9200,-16.342144
9400,-14.562456
9600,-14.422831
9800,-15.173657
10000,-13.964914
