step,reward
200,-11.617453997703086
400,-15.692883676557845
600,-19.548302819190383
800,-15.403089038285245
1000,-16.737843119100987
1200,-16.550314592011354
1400,-18.638244874454415
1600,-18.98176635702928
1800,-18.72291346069751
2000,-14.474490165102193
2200,-19.644014606767158
2400,-16.91021957901594
2600,-18.45541098350734
2800,-15.080429860092313
3000,-17.493050077709604
3200,-15.775027107890008
3400,-16.395038286412124
3600,-18.345135498860106
3800,-19.421379976274945
4000,-20.273483903081974
4200,-18.83055155480915
4400,-15.411346706151171
4600,-18.66167054894406
4800,-17.380081456676116
5000,-17.31783909000913
5200,-17.2616538243287
5400,-18.599253343320736
5600,-18.171867866689972
5800,-17.735845873236737
6000,-16.28976167617017
6200,-17.91776575473296
6400,-19.287094686015692
6600,-17.881463246127044
6800,-14.779068815323393
7000,-15.963801511510479
7200,-21.691951225676128
7400,-16.654223891248957
7600,-12.241913667308628
7800,-16.982432595780868
8000,-15.698813592724436
8200,-2.5429346486159097
8400,-19.326724339321082
8600,-17.41733091261857
8800,-14.824018017915742
9000,-19.374779592655074
9200,-18.988116706347814
9400,-16.832203045152784
9600,-17.42706475355964
9800,-19.31155038880171
10000,-15.373439068074042
