step,reward
200,-14.891531805451375
400,-13.80740228461845
600,-15.219985303782538
800,-14.736703442411773
1000,-15.177654351523762
1200,-14.819227587268669
1400,-13.562435276674671
1600,-14.872308143483165
1800,-15.500326547458863
2000,-13.66702673789962
2200,-13.85768034649474
2400,-14.522446763047675
2600,-14.903845806049128
2800,-14.260749372260811
3000,-15.267652948711017
3200,-7.475252813784572
3400,-14.593386925846366
3600,-14.236762293080888
3800,-14.40544283554007
4000,-15.490987056597039
4200,-14.33359411644836
4400,-11.64876386105518
4600,-13.975647459700607
4800,-16.439093004877215
5000,-14.056656337807615
5200,-16.07018617248194
5400,-16.26690511402379
5600,-13.854000095908358
5800,-14.397375748126015
6000,-14.402742330998851
6200,-15.602533156749393
6400,-12.438049311751666
6600,-15.589734046650712
6800,-14.898890276327382
7000,-14.412564148395763
7200,-14.413044455019921
7400,-14.763537632695286
7600,-13.067085531550102
7800,-14.0851580726851
8000,-14.729158204851675
8200,-0.3403882596720881
8400,-15.311893434671822
8600,-15.532917031313133
8800,-13.787884282418988
9000,-13.585376294907956
9200,-15.614456197679917
9400,-15.313576774150066
9600,-13.919179227812362
9800,-15.179161888878804
10000,-13.85776925782393
