step,reward
200,-14.777567
400,-13.576123
600,-14.89949
800,-14.963988
1000,-15.054524
1200,-15.538215
1400,-14.430502
1600,-15.321712
1800,-16.022638
2000,-14.223496
2200,-14.154736
2400,-14.422036
2600,-15.289645
2800,-14.797697
3000,-14.790136
3200,-15.396176
3400,-15.135603
3600,-15.262154
3800,-14.599853
4000,-14.049683
4200,-14.912409
4400,-14.524258
4600,-14.463214
4800,-15.758602
5000,-15.272192
5200,-15.366498
5400,-15.28174
5600,-13.559678
5800,-14.278656
6000,-12.536423
6200,-13.624988
6400,-12.790774
6600,-15.865698
6800,-14.773201
7000,-13.949415
7200,-14.829611
7400,-14.957534
7600,-13.549674
7800,-14.826162
8000,-14.714781
8200,-0.342588
8400,-15.062273
8600,-14.658595
8800,-13.512169
9000,-13.580584
9200,-15.600018
9400,-15.77401
9600,-13.381433
9800,-14.544913
10000,-13.951683
