step,reward
200,-14.881919322621428
400,-13.887979726354631
600,-15.412768255578175
800,-14.312142667774388
1000,-15.067275848731814
1200,-15.513319734562188
1400,-14.061373128149151
1600,-14.408692838809658
1800,-15.806378596731609
2000,-14.457102079270785
2200,-14.098991298604721
2400,-14.384529480641344
2600,-15.203433264464554
2800,-14.529870624953869
3000,-15.075953024349253
3200,-13.784411504930192
3400,-14.633258739672806
3600,-15.189346029543362
3800,-14.050457970347848
4000,-14.533440442620337
4200,-14.78618826941857
4400,-13.988890688767176
4600,-13.786675314722563
4800,-15.511915979592533
5000,-14.587080445487675
5200,-14.642880117811943
5400,-14.87044909533438
5600,-13.82703832706537
5800,-14.317970612825473
6000,-14.164835331777406
6200,-14.724914188628203
6400,-13.579247899304182
6600,-15.028104667952363
6800,-14.80826001962362
7000,-14.054513562452541
7200,-14.252096578279607
7400,-14.690131148858564
7600,-13.221920155995697
7800,-13.73196473490871
8000,-14.578421533869093
8200,-0.342464238399702
8400,-15.48099407854293
8600,-14.737793830064945
8800,-12.822037841551138
9000,-14.189749231279404
9200,-14.615679254235989
9400,-14.683593133056783
9600,-13.128999630314903
9800,-15.093765401875086
10000,-13.727049341200535
