step,reward
200,-14.927908
400,-13.935853
600,-14.687887
800,-15.070293
1000,-14.927427
1200,-14.906942
1400,-14.517711
1600,-14.40761
1800,-15.530049
2000,-14.86559
2200,-14.813884
2400,-14.677267
2600,-13.607059
2800,-15.467382
3000,-13.682125
3200,-15.476398
3400,-14.986565
3600,-14.336259
3800,-13.595755
4000,-13.854511
4200,-14.356444
4400,-14.075354
4600,-15.222684
4800,-14.859554
5000,-14.584414
5200,-15.354482
5400,-13.479254
5600,-15.401478
5800,-14.454744
6000,-15.07913
6200,-15.028902
6400,-14.51279
6600,-14.348811
6800,-15.310949
7000,-14.496162
7200,-15.149008
7400,-14.118401
7600,-13.845425
7800,-14.312943
8000,-14.855272
8200,-14.016549
8400,-14.597641
8600,-14.336227
8800,-12.667712
9000,-15.168997
9200,-15.893219
9400,-14.05026
9600,-14.738329
9800,-14.29029
10000,-13.983078
