step,reward
200,-14.899422
400,-13.637971
600,-14.795748
800,-14.414634
1000,-14.774657
1200,-15.331163
1400,-14.275256
1600,-14.641956
1800,-14.650431
2000,-14.027078
2200,-13.925579
2400,-14.499485
2600,-14.867962
2800,-14.616357
3000,-15.262974
3200,-14.790499
3400,-14.819218
3600,-14.619724
3800,-14.773395
4000,-14.896203
4200,-14.749452
4400,-14.220605
4600,-13.895669
4800,-13.636717
5000,-14.286008
5200,-14.704974
5400,-14.866685
5600,-13.195698
5800,-14.473711
6000,-14.402269
6200,-14.714724
6400,-13.145057
6600,-15.383944
6800,-14.512977
7000,-13.53153
7200,-14.25652
7400,-14.062304
7600,-13.939459
7800,-13.55413
8000,-14.477857
8200,-0.342591
8400,-15.520499
8600,-14.452954
8800,-13.935263
9000,-13.505234
9200,-14.652894
9400,-14.321199
9600,-12.532495
9800,-14.294722
10000,-13.430059
